ID,SpellID,ModalNextSpell,SpellClassSet,SpellClassMask[0],SpellClassMask[1],SpellClassMask[2],SpellClassMask[3]
58328,33234,0,1,0,0,0,0
58329,33235,0,1,0,0,0,0
58330,33402,0,1,0,0,0,0
58331,33403,0,1,0,0,0,0
58332,33487,0,5,0,0,0,0
58333,33564,0,10,268435456,0,0,0
58334,33709,0,4,1,0,0,0
58335,33786,0,7,0,32,0,0
58337,33859,0,7,0,0,0,0
58340,33988,0,3,0,0,0,0
58341,33989,0,3,0,0,0,0
58345,34228,0,6,8388608,0,0,0
58346,34230,0,11,0,0,0,0
58347,34231,0,10,0,0,0,0
58350,33565,0,7,0,0,0,0
58353,33641,0,6,268437504,0,0,0
58354,33713,0,3,0,0,0,0
58356,33789,0,4,262144,0,0,0
58358,33792,0,9,1,0,0,0
58359,33925,0,8,0,0,0,0
58361,34151,0,7,0,0,0,0
58365,33411,0,1,0,0,0,0
58366,33412,0,1,0,0,0,0
58367,33413,0,1,0,0,0,0
58368,33414,0,1,0,0,0,0
58369,33415,0,1,0,0,0,0
58370,33570,0,11,536870912,0,0,0
58371,33571,0,11,65536,0,0,0
58373,33717,0,3,1073741824,0,0,0
58374,33719,0,4,0,2,0,0
58375,33720,0,13,0,0,0,0
58376,33866,0,7,0,0,0,0
58377,33867,0,7,0,0,0,0
58379,33932,0,3,0,0,0,0
58380,34071,0,7,0,0,0,0
58381,34241,0,10,0,0,0,0
58385,33416,0,1,0,0,0,0
58386,33419,0,3,0,0,0,0
58390,33721,0,13,0,0,0,0
58393,33872,0,7,0,0,0,0
58396,34244,0,11,0,0,0,0
58397,34246,0,7,0,0,0,0
58399,33333,0,6,0,0,0,0
58401,33421,0,3,0,0,4,0
58402,33426,0,1,0,0,0,0
58403,33726,0,13,0,0,0,0
58405,33873,0,7,0,0,0,0
58409,34079,0,11,537133056,0,0,0
58410,34165,0,3,0,0,0,0
58411,34252,0,10,0,0,0,0
58412,33127,0,10,33554432,0,0,0
58414,33191,0,6,0,0,0,0
58415,33427,0,1,0,0,0,0
58416,33428,0,1,0,0,0,0
58417,33429,0,1,0,0,0,0
58418,33430,0,1,0,0,0,0
58419,33431,0,1,0,0,0,0
58420,33735,0,8,0,0,0,0
58421,33876,0,7,0,1024,0,0
58422,33877,0,7,0,0,0,0
58423,33878,0,7,0,64,0,0
58424,33943,0,7,0,32768,0,0
58426,34253,0,7,0,0,0,0
58427,33130,0,5,0,0,0,0
58428,33192,0,6,0,0,0,0
58432,33432,0,1,0,0,0,0
58433,33433,0,1,0,0,0,0
58434,33434,0,1,0,0,0,0
58435,33435,0,1,0,0,0,0
58436,33436,0,1,0,0,0,0
58437,33437,0,1,0,0,0,0
58438,33589,0,7,0,0,0,0
58439,33590,0,7,0,0,0,0
58440,33591,0,7,0,0,0,0
58441,33592,0,7,0,0,0,0
58444,33879,0,7,0,0,0,0
58445,33880,0,7,0,0,0,0
58446,33881,0,7,0,0,0,0
58448,34176,0,6,2048,0,0,0
58449,34177,0,5,1,0,0,0
58450,34258,0,10,0,0,0,0
58451,33196,0,6,0,0,0,0
58452,33197,0,6,0,0,0,0
58453,33198,0,6,0,0,0,0
58456,33438,0,1,0,0,0,0
58457,33439,0,1,0,0,0,0
58458,33440,0,1,0,0,0,0
58459,33441,0,1,0,0,0,0
58460,33442,0,1,0,0,0,0
58461,33596,0,7,0,0,0,0
58462,33597,0,7,0,0,0,0
58463,33599,0,7,0,0,0,0
58464,33882,0,7,0,0,0,0
58470,33142,0,6,0,0,0,0
58471,33143,0,6,0,0,0,0
58472,33201,0,6,0,0,0,0
58473,33202,0,6,0,0,0,0
58476,33443,0,1,0,0,0,0
58477,33444,0,1,0,0,0,0
58478,33445,0,1,0,0,0,0
58479,33446,0,1,0,0,0,0
58480,33447,0,1,0,0,0,0
58481,33448,0,1,0,0,0,0
58482,33600,0,7,0,0,0,0
58483,33601,0,7,0,0,0,0
58484,33602,0,7,0,0,0,0
58485,33603,0,7,0,0,0,0
58486,33745,0,7,0,256,0,0
58489,33886,0,7,0,0,0,0
58491,33888,0,7,0,0,0,0
58494,34097,0,8,-2147483648,0,0,0
58495,34099,0,8,-2147483648,0,0,0
58496,34100,0,9,8192,0,0,0
58497,33076,0,6,0,32,0,0
58498,33145,0,6,0,0,0,0
58501,33206,0,6,0,268435456,0,0
58502,33449,0,1,0,0,0,0
58503,33450,0,1,0,0,0,0
58504,33451,0,1,0,0,0,0
58505,33453,0,1,0,0,0,0
58506,33604,0,7,0,0,0,0
58507,33605,0,7,0,0,0,0
58509,33750,0,11,8388608,0,0,0
58511,33830,0,7,0,0,0,0
58512,33831,0,7,0,512,0,0
58513,33889,0,7,0,0,0,0
58514,33890,0,7,0,0,0,0
58515,34026,0,9,0,2048,0,0
58519,34104,75,9,2048,0,0,0
58520,34105,0,4,32768,0,0,0
58525,33280,0,0,0,32,0,0
58526,33454,0,1,0,0,0,0
58527,33455,0,1,0,0,0,0
58528,33456,0,1,0,0,0,0
58529,33457,0,1,0,0,0,0
58530,33458,0,1,0,0,0,0
58534,33757,0,11,0,0,256,0
58535,33832,0,3,0,0,0,0
58536,33833,0,3,0,0,0,0
58537,33891,0,7,0,65536,0,0
58541,34108,0,8,2097152,0,0,0
58542,33089,0,10,0,0,0,0
58548,33371,0,6,0,0,0,0
58549,33459,0,1,0,0,0,0
58550,33462,0,3,0,0,0,0
58551,33464,0,1,0,0,0,0
58552,33763,0,7,0,16,0,0
58553,33969,0,5,0,0,0,0
58554,33970,0,4,1,0,0,0
58555,33971,0,4,1,0,0,0
58562,33465,0,1,0,0,0,0
58563,33466,0,1,0,0,0,0
58564,33467,0,1,0,0,0,0
58565,33468,0,1,0,0,0,0
58566,33469,0,1,0,0,0,0
58567,33546,0,3,0,0,0,0
58568,33619,0,6,0,16384,0,0
58569,33690,0,3,-2147483648,0,0,0
58570,33691,0,3,-2147483648,0,0,0
58571,33693,0,7,0,0,0,0
58572,33770,0,3,0,0,0,0
58573,33975,0,3,0,0,0,0
58574,33976,0,9,8388608,0,0,0
58575,34119,0,6,0,0,0,0
58577,34206,0,13,0,0,0,0
58578,34209,0,6,8388608,0,0,0
58579,33158,0,6,0,0,0,0
58580,33159,0,6,0,0,0,0
58581,33160,0,6,0,0,0,0
58586,33470,0,1,0,0,0,0
58587,33471,0,1,0,0,0,0
58588,33472,0,1,0,0,0,0
58589,33473,0,1,0,0,0,0
58590,33474,0,1,0,0,0,0
58591,33475,0,1,0,0,0,0
58592,33548,0,3,0,0,0,0
58593,33549,0,3,0,0,0,0
58594,33550,0,3,0,0,0,0
58595,33625,0,11,0,0,0,0
58596,33695,0,10,4096,0,0,0
58597,33696,0,11,0,0,0,0
58598,33907,0,7,256,0,0,0
58599,33908,0,7,256,0,0,0
58601,34128,0,7,0,0,0,0
58602,35373,0,0,0,4096,0,0
58603,34296,0,3,0,0,0,0
58605,34299,0,7,0,0,0,0
58606,34373,0,6,8388608,0,0,0
58607,34374,0,6,8388608,0,0,0
58608,34446,0,3,0,0,0,0
58609,34447,0,3,0,0,0,0
58610,34508,0,9,0,0,0,0
58611,34600,0,9,128,0,134217728,0
58613,34679,0,3,67108864,0,0,0
58614,34839,0,9,0,0,0,0
58617,35062,0,4,1,0,0,0
58618,35064,0,3,0,0,0,0
58625,35377,0,3,131088,0,0,0
58626,35380,0,9,0,0,0,0
58630,34303,0,6,8388608,0,0,0
58631,34375,0,6,8388608,0,0,0
58632,34376,0,6,8388608,0,0,0
58633,34378,0,7,4194304,0,0,0
58634,34451,0,9,1,0,0,0
58635,34605,0,3,0,0,0,0
58636,34844,0,3,0,0,0,0
58637,34845,0,1,0,0,0,0
58638,34847,0,1,0,0,0,0
58639,34848,0,1,0,0,0,0
58640,34849,0,1,0,0,0,0
58647,35382,0,4,1,0,0,0
58648,35383,0,9,0,0,0,0
58649,35385,0,4,1,0,0,0
58654,34379,0,6,-2147483648,0,0,0
58655,34380,0,6,8388608,0,0,0
58656,34381,0,6,8388608,0,0,0
58661,34518,0,10,0,0,0,0
58662,34692,0,9,0,0,0,0
58663,34850,0,1,0,0,0,0
58664,34851,0,1,0,0,0,0
58665,35071,0,3,0,0,0,0
58666,35072,0,3,0,0,0,0
58672,34460,0,9,0,0,0,0
58673,34615,0,8,32768,0,0,0
58674,34694,0,8,-2130706432,0,0,0
58675,35079,0,9,0,0,0,0
58676,35395,0,10,0,32768,0,0
58677,34318,0,11,0,0,0,0
58681,34859,0,6,0,131072,0,0
58683,34861,0,6,268435456,0,0,0
58687,35401,75,9,2048,0,0,0
58688,35460,0,6,8388608,0,0,0
58690,34323,0,7,0,0,0,0
58691,34325,0,3,0,0,0,0
58692,34398,0,6,8388608,0,0,0
58693,34399,0,6,8388608,0,0,0
58694,34401,0,6,8388608,0,0,0
58695,34402,0,6,8388608,0,0,0
58701,34627,0,9,1,0,0,0
58705,34935,0,3,0,0,0,0
58706,34936,0,5,0,0,0,0
58708,35012,0,3,0,0,0,0
58709,35243,0,7,4,0,0,0
58710,35320,0,11,1024,0,0,0
58711,34403,0,6,8388608,0,0,0
58712,34404,0,6,8388608,0,0,0
58715,34471,0,9,0,0,0,0
58719,34630,0,6,131072,0,0,0
58720,34631,0,6,131072,0,0,0
58721,34714,0,3,0,0,0,0
58722,34715,0,3,0,0,0,0
58724,34938,0,3,0,0,0,0
58725,34939,0,5,0,0,0,0
58727,35250,0,3,0,0,0,0
58729,35472,0,4,1,0,0,0
58734,34477,0,9,0,1048576,0,0
58735,34550,0,7,128,0,0,0
58738,35096,0,6,268437504,0,0,0
58739,35412,0,4,1,0,0,0
58743,34478,0,9,0,0,0,0
58744,34479,0,9,0,0,0,0
58745,34481,0,9,0,0,0,0
58746,34641,0,9,0,0,0,0
58748,34722,0,3,0,0,0,0
58750,34880,0,3,0,0,0,0
58751,34944,0,6,-2143289344,0,0,0
58752,35098,0,9,0,16777216,0,0
58753,35099,0,9,0,16777216,0,0
58754,35100,0,9,0,0,0,0
58755,34343,0,7,256,0,0,0
58759,34482,0,9,0,0,0,0
58760,34483,0,9,0,0,0,0
58762,34485,0,9,0,0,0,0
58763,34486,0,9,0,0,0,0
58764,34645,0,4,1,0,0,0
58765,34809,0,3,0,0,0,0
58766,34948,0,9,0,0,0,0
58767,34949,0,9,0,0,0,0
58768,34950,0,9,0,0,0,0
58769,35029,0,9,0,0,0,0
58770,35030,0,9,0,0,0,0
58771,35102,0,9,0,0,0,0
58773,35104,0,9,0,0,0,0
58774,35261,0,6,-2143289344,0,0,0
58775,35262,0,9,0,0,0,0
58776,35335,0,5,0,0,0,0
58777,35336,0,7,262144,0,0,0
58778,34262,0,10,0,0,0,0
58779,34349,0,3,4096,0,0,0
58782,34487,0,9,0,0,0,0
58785,34490,0,9,262144,0,0,0
58788,34889,0,9,0,268435456,0,0
58789,34954,0,9,0,0,0,0
58790,35033,0,3,0,0,0,0
58791,35034,0,3,0,0,0,0
58792,35183,0,5,0,256,0,0
58793,35267,0,3,0,0,0,0
58794,35339,0,1,67108864,0,0,0
58795,35424,0,6,8388608,0,0,0
58796,34426,0,3,-2147483648,0,0,0
58797,34491,0,9,0,0,0,0
58798,34492,0,9,0,0,0,0
58799,34493,0,9,0,0,0,0
58803,34654,0,8,-2130706432,0,0,0
58804,35039,0,3,0,0,0,0
58805,35110,0,9,0,0,0,0
58807,35188,0,3,524288,0,0,0
58808,35346,0,9,0,268435456,0,0
58809,35427,0,6,8388608,0,0,0
58810,34428,0,4,0,134217984,0,0
58811,34430,0,6,8388608,0,0,0
58813,34497,0,9,0,0,0,0
58814,34498,0,9,0,-2139095040,0,0
58816,34659,0,5,64,0,0,0
58817,34660,0,5,64,0,0,0
58818,34749,0,3,0,0,0,0
58819,35040,0,9,0,0,0,0
58820,35195,0,5,0,1,0,0
58821,34433,0,6,0,256,0,0
58822,34499,0,9,0,0,0,0
58824,34583,0,9,1,0,0,0
58825,34663,0,7,256,0,0,0
58826,34666,0,9,0,4,0,0
58827,34752,0,3,1048576,0,0,0
58828,34753,0,6,0,131072,0,0
58829,34828,0,11,1024,0,0,0
58830,34829,75,9,2048,0,0,0
58831,35197,0,11,536870912,0,0,0
58832,35199,0,11,524288,0,0,0
58833,35353,0,4,0,0,0,0
58834,34437,0,5,0,0,0,0
58835,34438,0,5,0,256,0,0
58839,34667,0,9,0,8,0,0
58841,34832,0,9,0,0,0,0
58842,34833,0,9,0,0,0,0
58843,34834,0,9,0,0,0,0
58844,34906,0,7,262144,0,0,0
58848,34973,0,3,0,1,0,0
58849,35126,0,12,0,0,0,0
58850,35360,0,10,268435712,0,0,0
58852,34292,0,7,0,0,0,0
58853,34293,0,3,0,0,0,0
58854,34294,0,11,0,0,0,0
58855,34295,0,3,0,0,0,0
58856,34439,0,5,0,256,0,0
58858,34506,0,9,0,0,0,0
58859,34507,0,9,0,0,0,0
58860,34675,0,9,0,16,0,0
58862,34835,0,9,0,0,0,0
58863,34836,0,9,0,0,0,0
58864,34837,0,9,0,0,0,0
58865,34838,0,9,0,0,0,0
58868,34913,0,3,0,8,0,0
58869,34914,0,6,0,1024,0,0
58870,35206,0,3,0,0,0,0
58871,35363,0,7,0,0,0,0
58872,35364,0,7,0,0,0,0
58873,36412,0,3,1073741824,0,0,0
58874,36650,0,6,0,0,0,0
58875,35691,0,5,0,0,0,0
58876,36332,0,7,4096,0,0,0
58877,36413,0,9,0,0,0,0
58878,36414,0,0,8388608,0,0,0
58879,36415,0,6,8388608,0,0,0
58880,36416,0,6,8388608,0,0,0
58881,36417,0,6,8388608,0,0,0
58885,36574,0,3,0,0,0,0
58886,36732,0,9,262144,0,0,0
58887,35692,0,5,0,0,0,0
58888,35693,0,5,0,0,0,0
58890,35695,0,5,0,8192,0,0
58891,35839,0,6,8388608,0,0,0
58892,35915,0,3,262144,0,0,0
58893,35916,0,0,0,8,0,0
58894,35917,0,3,262144,0,0,0
58895,36000,0,6,8388608,0,0,0
58896,36339,0,3,131074,0,0,0
58897,36340,0,10,2097152,0,0,0
58898,36580,0,6,8388608,0,0,0
58899,36661,0,5,1073741824,0,0,0
58900,35696,0,3,0,0,0,0
58901,35697,0,5,0,16384,0,0
58903,35919,0,6,8388608,0,0,0
58904,36342,0,3,131072,0,0,0
58905,35541,0,8,0,0,0,0
58906,35701,0,5,0,0,0,0
58909,36506,0,3,67108864,0,0,0
58910,36746,0,13,0,0,0,0
58911,35851,0,4,16384,0,0,0
58912,35853,0,10,0,0,0,0
58913,35927,0,3,536870912,0,0,0
58914,35930,0,9,8388608,0,0,0
58915,36097,0,3,0,0,0,0
58916,36274,0,5,1073741824,0,0,0
58917,36508,0,6,8388608,0,0,0
58918,36509,0,4,1,0,0,0
58920,36749,0,13,0,0,0,0
58921,35550,0,8,0,0,0,0
58922,35551,0,8,0,0,0,0
58924,36021,0,3,0,0,0,0
58925,36277,0,3,0,0,0,0
58926,36278,0,3,131072,0,0,0
58928,35715,0,3,-2147483648,0,0,0
58929,35717,0,3,-2147483648,0,0,0
58931,36109,0,3,0,0,0,0
58932,36447,0,6,8388608,0,0,0
58933,36448,0,6,0,0,0,0
58934,36606,0,4,1,0,0,0
58935,35946,0,9,1,0,0,0
58936,36111,0,3,0,0,0,0
58937,36452,0,6,8388608,0,0,0
58938,36608,0,3,0,0,0,0
58939,36609,75,9,2048,0,0,0
58940,36692,0,6,8388608,0,0,0
58943,35950,0,9,8192,0,0,0
58944,36032,0,3,0,0,12,0
58945,36119,0,3,524416,0,0,0
58946,36457,0,6,8388608,0,0,0
58947,36458,0,6,8388608,0,0,0
58948,36527,0,3,0,1,0,0
58949,36613,0,9,2097152,0,0,0
58950,35570,0,4,1,0,0,0
58951,35571,0,9,256,0,0,0
58952,35954,0,5,0,0,0,0
58953,36038,0,4,1,0,0,0
58954,36123,0,5,0,0,0,0
58955,36213,0,5,0,0,0,0
58956,36293,0,9,2048,0,0,0
58957,36463,0,3,0,0,0,0
58958,36535,0,3,0,0,0,0
58960,35578,0,3,0,0,0,0
58961,35740,0,6,4194304,0,0,0
58962,35886,0,11,0,0,0,0
58963,35958,0,5,4,0,0,0
58964,35960,0,6,8388608,0,0,0
58965,36299,0,4,131072,0,0,0
58966,36384,0,6,8388608,0,0,0
58967,36541,0,5,0,512,0,0
58968,36623,75,9,2048,0,0,0
58969,36625,0,9,1,0,0,0
58970,35493,0,6,8388608,0,0,0
58971,35581,0,3,0,0,0,0
58973,35743,0,3,0,0,0,0
58974,35744,0,3,0,0,0,0
58975,35961,0,6,8388608,0,0,0
58976,35962,0,6,8388608,0,0,0
58977,36470,0,4,8,0,0,0
58978,36471,0,4,8,0,0,0
58979,36472,0,5,33554432,0,0,0
58980,36473,0,10,32,0,0,0
58981,36544,0,3,0,0,0,0
58982,36628,0,3,131072,0,0,0
58985,35749,0,6,-2147483648,0,0,0
58986,36140,0,4,1,0,0,0
58987,36227,0,5,4096,0,0,0
58988,36311,0,5,64,0,0,0
58989,36475,0,6,8388608,0,0,0
58990,35754,0,4,1,0,0,0
58991,36058,0,4,1,0,0,0
58992,36314,0,6,8388608,0,0,0
58993,36554,0,8,0,512,0,0
58994,36718,0,3,0,0,0,0
58995,35507,0,6,8388608,0,0,0
58996,35511,75,9,16384,0,0,0
58997,36147,0,3,0,0,0,0
58998,36241,0,5,1073741824,0,0,0
58999,36563,0,8,0,0,0,0
59000,37844,0,3,131080,0,0,0
59001,37921,0,3,1,0,0,0
59002,36944,0,10,0,2,0,0
59003,37247,0,11,0,0,0,0
59004,37321,0,4,4,0,0,0
59005,37536,0,4,0,0,0,0
59006,37539,0,6,256,0,0,0
59007,37607,0,6,0,0,0,0
59008,37608,0,6,0,0,0,0
59009,37609,0,6,0,0,0,0
59010,37610,0,6,0,0,0,0
59011,37760,0,7,0,0,0,0
59012,37762,0,11,0,0,0,0
59013,37763,0,10,0,0,0,0
59014,36879,0,3,1073741824,0,0,0
59015,36946,0,10,32,0,0,0
59016,36947,0,6,1048576,0,0,0
59017,37110,0,3,131074,0,0,0
59018,37180,0,10,0,0,0,0
59019,37181,0,10,0,0,0,0
59020,37182,0,10,0,0,0,0
59021,37183,0,10,0,0,0,0
59022,37251,0,10,0,0,0,0
59023,37255,0,10,0,0,0,0
59024,37324,0,7,0,0,0,0
59025,37325,0,7,0,0,0,0
59026,37470,0,3,0,0,0,0
59027,37611,0,6,0,0,0,0
59028,37612,0,6,0,0,0,0
59029,37683,0,8,32,0,0,0
59030,37770,0,9,1,0,0,0
59031,36880,0,3,1024,0,0,0
59032,36881,0,3,34078720,0,0,0
59033,36951,0,9,1,0,0,0
59034,37113,0,5,2,0,0,0
59035,37184,0,10,0,0,0,0
59036,37185,0,10,0,0,0,0
59037,37186,0,10,0,0,0,0
59038,37187,0,10,0,0,0,0
59039,37259,0,10,0,0,0,0
59040,37327,0,7,0,0,0,0
59041,37330,0,6,8388608,0,0,0
59042,37548,0,4,32768,0,0,0
59043,37617,0,6,0,0,0,0
59044,36807,0,3,131088,0,0,0
59045,36883,0,3,1073741824,0,0,0
59046,36885,0,6,131072,0,0,0
59047,36886,0,10,268435712,0,0,0
59048,37188,0,10,0,0,0,0
59049,37189,0,10,0,0,0,0
59050,37190,0,10,0,0,0,0
59051,37333,0,7,0,0,0,0
59052,37481,0,9,0,0,0,0
59053,37551,75,9,0,128,0,0
59054,37553,0,10,32,0,0,0
59055,37618,0,6,0,0,0,0
59056,37619,0,6,0,0,0,0
59057,37620,0,6,0,0,0,0
59058,37621,0,6,8388608,0,0,0
59059,37777,0,4,1,0,0,0
59060,37778,0,3,0,0,0,0
59061,36813,0,3,0,0,0,0
59062,37124,0,7,4,0,0,0
59063,37191,0,10,0,0,0,0
59064,37193,0,10,0,0,0,0
59065,37194,0,10,0,0,0,0
59066,37195,0,10,0,0,0,0
59067,37265,0,3,1573376,0,0,0
59068,37336,0,7,0,0,0,0
59069,37482,0,8,0,0,0,0
59070,37483,0,9,0,0,0,0
59071,37484,0,9,0,0,0,0
59072,37485,0,9,0,0,0,0
59073,37555,0,10,134217728,0,0,0
59074,37556,0,6,0,0,0,0
59075,37557,0,10,262144,0,0,0
59076,37558,0,6,0,0,0,0
59077,36891,0,3,0,0,0,0
59078,36894,0,3,0,0,0,0
59079,37196,0,10,0,0,0,0
59080,37197,0,10,0,0,0,0
59081,37199,0,6,8388608,0,0,0
59082,37340,0,7,0,0,0,0
59083,37341,0,7,0,0,0,0
59084,37342,0,7,0,0,0,0
59085,37486,0,4,32768,0,0,0
59086,37705,0,10,0,0,0,0
59087,37706,0,6,0,0,0,0
59088,36974,0,8,0,0,0,0
59089,37200,0,5,1073741824,0,0,0
59090,37276,0,6,8388608,0,0,0
59091,37343,0,7,0,0,0,0
59092,37344,0,7,0,0,0,0
59093,37420,0,3,1073741824,0,0,0
59094,37423,0,3,0,0,0,0
59095,37564,0,6,0,0,0,0
59096,37565,0,6,0,0,0,0
59097,37877,0,10,0,0,0,0
59098,37878,0,7,0,0,0,0
59099,37879,0,10,0,0,0,0
59102,37207,0,11,0,0,0,0
59103,37209,0,11,0,0,0,0
59104,37424,0,3,0,0,0,0
59105,37496,0,9,0,0,0,0
59106,37499,0,9,0,0,0,0
59107,37568,0,6,0,0,0,0
59108,37570,0,6,0,0,0,0
59109,37880,0,6,0,0,0,0
59110,37881,0,11,0,0,0,0
59111,36831,0,5,0,512,0,0
59112,36832,0,5,0,64,0,0
59113,36833,0,4,1,0,0,0
59114,36905,0,5,4096,0,0,0
59115,36906,0,5,4096,0,0,0
59116,36907,0,5,8388608,0,0,0
59117,36980,0,9,1,0,0,0
59118,37063,0,3,524416,0,0,0
59119,37066,0,8,0,0,0,0
59120,37210,0,11,0,0,0,0
59121,37211,0,11,0,0,0,0
59122,37212,0,11,0,0,0,0
59123,37213,0,11,0,0,0,0
59124,37501,0,9,1024,0,0,0
59125,37571,0,6,0,0,0,0
59126,37721,0,7,0,0,0,0
59127,37722,0,11,0,0,0,0
59128,37966,0,5,512,0,0,0
59129,36838,0,8,8388610,0,0,0
59130,36908,0,3,0,0,0,0
59131,36984,75,9,16384,0,0,0
59132,36985,0,6,-2143289344,0,0,0
59133,37144,0,4,0,0,0,0
59134,37146,0,4,0,0,0,0
59135,37148,0,4,0,0,0,0
59136,37214,0,11,0,0,0,0
59137,37216,0,6,8388608,0,0,0
59138,37286,0,7,0,0,0,0
59139,37287,0,7,0,0,0,0
59140,37288,0,7,0,0,0,0
59141,37289,0,3,0,0,0,0
59142,37359,0,4,1,0,0,0
59143,37505,0,9,0,0,0,0
59144,37506,0,9,262144,0,0,0
59145,37507,0,9,0,0,0,0
59146,37508,0,9,0,0,0,0
59147,37723,0,10,0,0,0,0
59148,36839,0,8,16384,0,0,0
59149,36911,0,3,0,1,0,0
59150,37074,0,8,0,0,0,0
59151,37151,0,4,0,0,0,0
59152,37152,0,4,0,0,0,0
59153,37153,0,4,0,0,0,0
59154,37223,0,11,0,0,0,0
59155,37224,0,11,0,0,0,0
59156,37292,0,7,0,0,0,0
59157,37436,0,3,0,0,0,0
59158,37438,0,3,0,0,0,0
59159,37439,0,3,0,0,0,0
59160,37511,0,4,1,0,0,0
59161,37512,0,4,0,0,0,0
59162,37513,0,4,0,0,0,0
59164,36994,0,3,0,0,0,0
59165,37156,0,4,1,0,0,0
59166,37225,0,11,0,0,0,0
59167,37227,0,11,0,0,0,0
59168,37295,0,7,0,0,0,0
59169,37297,0,7,0,0,0,0
59170,37298,0,7,0,0,0,0
59171,37299,0,7,0,0,0,0
59172,37368,0,9,128,0,0,0
59173,37372,0,6,8388608,0,0,0
59174,37441,0,3,0,0,0,0
59175,37443,0,3,0,0,0,0
59176,37444,0,3,0,0,0,0
59177,37514,0,4,0,0,0,0
59178,37515,0,4,0,0,0,0
59179,37516,0,4,0,0,0,0
59180,37517,0,4,0,0,0,0
59181,37587,0,9,0,0,0,0
59182,37654,0,6,8388608,0,0,0
59183,37655,0,10,0,0,0,0
59184,37657,0,10,0,0,0,0
59185,37736,0,7,0,0,0,0
59186,37737,0,7,0,0,0,0
59187,36924,0,6,8388608,0,0,0
59188,37228,0,11,0,0,0,0
59189,37306,0,7,0,0,0,0
59190,37375,0,5,0,0,0,0
59191,37376,0,5,0,0,0,0
59192,37445,0,3,0,0,0,0
59193,37447,0,3,0,0,0,0
59194,37518,0,4,0,0,0,0
59195,37519,0,4,0,0,0,0
59196,37593,0,6,0,0,0,0
59197,37594,0,6,0,0,0,0
59198,37661,0,11,0,0,0,0
59199,37738,0,11,0,0,0,0
59200,37739,0,10,0,0,0,0
59201,37740,0,11,0,0,0,0
59202,37742,0,10,0,0,0,0
59203,36859,0,6,8388608,0,0,0
59204,36927,0,6,8388608,0,0,0
59205,36929,0,6,8388608,0,0,0
59206,37165,0,8,0,0,0,0
59207,37166,0,8,0,0,0,0
59208,37167,0,8,0,0,0,0
59209,37234,0,11,0,0,0,0
59210,37311,0,7,0,0,0,0
59211,37377,0,5,0,0,0,0
59212,37378,0,5,0,0,0,0
59213,37379,0,5,0,0,0,0
59214,37522,0,4,0,0,0,0
59215,37523,0,10,0,0,0,0
59216,37525,0,4,0,0,0,0
59218,37168,0,8,0,0,0,0
59219,37169,0,8,0,0,0,0
59220,37170,0,8,0,0,0,0
59221,37171,0,8,0,0,0,0
59222,37237,0,11,0,0,0,0
59223,37239,0,11,0,0,0,0
59224,37240,0,11,0,0,0,0
59225,37313,0,7,0,0,0,0
59226,37314,0,7,0,0,0,0
59227,37315,0,7,0,0,0,0
59228,37380,0,5,0,0,0,0
59229,37381,0,5,0,0,0,0
59230,37382,0,6,1024,0,0,0
59231,37383,0,3,0,0,0,0
59232,37528,0,4,0,0,0,0
59233,37529,0,4,0,0,0,0
59234,37600,0,6,0,0,0,0
59235,37601,0,6,0,0,0,0
59236,37669,0,6,-2143289344,0,0,0
59237,36936,0,11,0,0,0,0
59238,37014,0,3,524416,0,0,0
59239,37173,0,8,0,0,0,0
59240,37174,0,8,0,0,0,0
59241,37241,0,11,0,0,0,0
59242,37316,0,7,0,0,0,0
59243,37384,0,5,0,0,0,0
59244,37386,0,5,0,0,0,0
59245,37535,0,4,0,0,0,0
59246,37603,0,6,0,0,0,0
59247,37604,0,6,0,0,0,0
59248,38082,0,6,-2147483648,1,0,0
59249,38236,0,11,0,0,0,0
59250,38309,0,9,0,1024,0,0
59251,38443,0,11,0,0,0,0
59252,38444,0,6,8388608,0,0,0
59253,38522,0,10,0,0,0,0
59254,38967,0,3,0,0,0,0
59255,38008,0,10,0,1024,0,0
59256,38162,0,7,0,0,0,0
59257,38239,0,5,4096,0,0,0
59258,38313,0,4,8,0,0,0
59259,38314,0,7,0,0,0,0
59260,38447,0,7,0,0,0,0
59261,38526,0,3,131074,0,0,0
59262,38605,0,8,4096,0,0,0
59263,38904,0,9,0,0,0,0
59264,38907,0,4,1,0,0,0
59265,39129,0,9,0,0,0,0
59266,38015,0,6,8388608,0,0,0
59267,38243,0,6,8388608,0,0,0
59268,38384,0,3,1573376,0,0,0
59269,38385,0,10,32,0,0,0
59272,38908,0,13,0,0,0,0
59273,39055,0,5,64,0,0,0
59274,39056,0,5,64,0,0,0
59275,39131,0,5,64,0,0,0
59276,39132,0,5,64,0,0,0
59277,38094,0,9,1,0,0,0
59278,38174,0,11,0,0,0,0
59279,38320,0,10,0,0,0,0
59280,38321,0,7,0,0,0,0
59281,38322,0,11,0,0,0,0
59282,38388,0,8,0,0,0,0
59283,38389,0,8,0,0,0,0
59284,38390,0,9,0,0,0,0
59285,38391,0,3,131088,0,0,0
59286,38535,0,3,0,0,0,0
59287,38536,0,3,131072,0,0,0
59288,38615,0,8,0,0,0,0
59289,38616,0,8,0,0,0,0
59290,38688,0,0,0,4096,0,0
59291,38914,75,9,16384,0,0,0
59292,38915,0,6,131072,0,0,0
