ID,Pos[0],Pos[1],PointOrder,ZoneLightID
3932,3703.6416,392.16397,64,461
3933,4564.4517,168.96066,23,461
3934,4587.3584,106.26351,24,461
3935,4774.163,-56.700035,29,461
3936,4983.43,149.09566,32,461
3937,5036.596,328.40527,35,461
3993,-2273.9082,-2573.843,8,463
4015,4624.6416,487.91202,47,461
4016,4396.6006,794.7015,54,461
4017,4466.8247,740.29266,52,461
4018,4028.391,711.19025,56,461
4019,3809.7795,381.60016,63,461
4020,4122.737,399.31467,11,461
4021,4157.322,427.9953,13,461
4022,4458.8906,253.8026,20,461
4023,4533.9663,200.23738,22,461
4024,4785.7666,163.96474,42,461
4025,4847.3447,236.50996,40,461
4027,4153.6904,759.7237,55,461
4028,3949.927,649.2592,58,461
4177,-2295.89,-2533.7703,7,463
4178,-2241.9028,-2600.4106,9,463
4210,211.0063,7034.4385,1,520
4228,253.35962,6135.1675,2,520
4230,1222.7382,3101.0793,14,520
4231,1070.8674,2297.3696,20,520
4232,1591.5944,2093.593,25,520
4233,1944.9679,2394.5198,35,520
4234,1933.3278,2588.8423,37,520
4235,2015.5466,2776.1785,39,520
4236,2210.1304,2916.6404,41,520
4237,2575.6536,2905.4067,43,520
4238,2976.5103,3062.7473,46,520
4239,3111.7979,3791.5027,49,520
4240,3265.3098,4426.0903,50,520
4241,3716.606,4517.744,52,520
4242,4194.548,4504.522,53,520
4243,4331.604,6502.8735,57,520
4244,3355.4856,7496.566,60,520
4245,1310.873,7480.605,62,520
4256,2845.368,953.0739,1,521
4257,2765.022,1047.2737,2,521
4258,2698.5286,1149.7845,3,521
4259,2670.823,1266.1481,4,521
4260,2593.2473,1329.8711,5,521
4261,2526.7537,1437.9231,6,521
4262,2490.7363,1612.4684,7,521
4263,2474.1128,1781.4728,8,521
4264,2404.8489,1886.7542,9,521
4265,2327.2727,2011.4297,10,521
4266,2332.8137,2219.222,11,521
4267,2523.9832,2180.4338,12,521
4268,2654.1995,2246.9272,13,521
4269,2684.6758,2368.832,14,521
4270,2789.957,2499.0486,15,521
4271,2909.091,2637.5767,16,521
4272,2859.221,2765.0227,17,521
4273,2878.6155,2848.1394,18,521
4274,3094.719,3047.6199,19,521
4275,3224.9353,2906.3213,20,521
4276,3241.5586,2706.8408,21,521
4277,3202.7708,2521.2131,22,521
4278,3091.9485,2404.8494,23,521
4279,3014.3726,2227.5334,24,521
4280,3072.5544,2041.9059,25,521
4281,3080.8665,1823.0312,26,521
4282,3136.2773,1618.0101,27,521
4283,3055.931,1451.7759,28,521
4284,3211.0825,1255.066,29,521
4285,3247.0999,1152.5552,30,521
4286,3078.0957,964.15607,31,521
4291,247.08939,-814.44617,130,439
4292,20.91971,-805.0203,128,439
4293,-95.006874,-673.54254,126,439
4294,-223.65714,-518.0311,124,439
4295,-270.31046,-515.2036,123,439
4296,-317.6708,-460.77502,122,439
4297,-325.44638,-415.53534,121,439
4298,-394.71967,-331.41782,120,439
4299,-640.7103,-277.69562,118,439
4300,-606.7807,-211.24986,117,439
4301,-688.7775,-101.68511,116,439
4302,-748.1546,103.30711,113,439
4303,-768.6539,139.35738,112,439
4304,-714.93164,-50.790436,115,439
4305,-809.65216,185.3041,111,439
4306,-957.0446,561.90265,105,439
4307,-934.4657,521.2647,106,439
4308,-918.07117,465.93323,107,439
4309,-908.8494,383.96088,108,439
4310,-893.992,330.67865,109,439
4311,-879.3052,264.58844,110,439
4312,-942.1507,707.2397,103,439
4313,-895.5289,768.7192,102,439
4314,-898.60266,836.85876,101,439
4315,-1000.0436,1220.5924,41,450
4316,-1010.8026,1276.4362,42,450
4317,-917.559,1020.2719,99,439
4318,-918.5837,1104.806,98,439
4319,-954.9588,1203.1731,97,439
4320,-997.4823,1222.6415,96,439
4321,-1009.2656,1277.4606,95,439
4322,-1070.2325,1316.9098,94,439
4323,-1050.2518,1354.822,93,439
4324,-1067.3092,1685.6719,90,439
4325,-1115.8092,1498.5017,91,439
4326,-1102.8439,1819.921,89,439
4327,-1083.717,1953.8094,88,439
4328,-1101.4777,2108.8743,87,439
4329,-1029.069,2218.854,86,439
4330,-1147.2457,2407.3906,84,439
4331,-1229.218,2467.5034,83,439
4332,-1365.8385,2503.0247,81,439
4333,-1335.0992,2463.4055,80,439
4334,-1343.9792,2388.9465,79,439
4335,-1397.2615,2304.2417,77,439
4336,-1453.276,2301.509,76,439
4337,-1487.431,2205.1917,75,439
4338,-1588.5302,2231.8323,74,439
4339,-1735.397,2069.9368,71,439
4340,-1703.2919,1985.2318,70,439
4341,-1777.067,1912.1398,69,439
4342,-1841.2795,1819.9204,67,439
4343,-1811.2227,1802.8427,68,439
4344,-1878.8496,1755.0259,66,439
4345,-1818.7366,1724.2858,65,439
4346,-1860.4056,1668.9545,64,439
4347,-1882.9481,1630.0177,63,439
4348,-1873.385,1582.8837,62,439
4349,-1833.765,1541.2145,61,439
4350,-1930.0825,1570.5875,60,439
4351,-1953.9908,1510.4744,59,439
4352,-1917.7867,1423.7207,58,439
4353,-1960.1392,1377.2697,57,439
4354,-1995.6602,1227.6696,56,439
4355,-2053.7239,1162.0917,55,439
4356,-2050.9915,1076.0206,54,439
4357,-2046.8932,965.3581,52,439
4358,-2025.0338,865.62506,51,439
4359,-1999.0758,795.9482,50,439
4360,-1954.6738,778.1876,49,439
4361,-1895.9274,783.65216,48,439
4362,-1794.8281,752.2293,47,439
4363,-1668.454,655.2289,45,439
4364,-1695.095,700.9969,46,439
4365,-1592.6294,632.0031,44,439
4366,-1588.5309,585.5522,43,439
4367,-1551.6432,550.71405,42,439
4368,-1462.8397,408.62848,40,439
4369,-1451.2272,342.36734,39,439
4370,-1369.938,153.83081,36,439
4371,-1415.0228,264.49335,38,439
4372,-1376.7689,246.04956,37,439
4373,-1298.8951,93.0344,35,439
4374,-1296.1628,30.188965,34,439
4375,-1287.9655,-59.297417,33,439
4376,-1197.7963,-211.62984,32,439
4377,-1192.3314,-294.28534,31,439
4378,-1170.472,-324.34207,30,439
4379,-1146.5634,-292.91928,29,439
4380,-1111.042,-308.63065,28,439
4381,-1083.0348,-401.53262,26,439
4382,-980.56946,-360.54654,24,439
4383,-1114.4576,-343.46884,27,439
4384,-1004.4778,-401.5327,25,439
4385,-962.1257,-387.18762,23,439
4386,-1029.07,-472.57532,22,439
4388,672.81604,4916.4443,4,520
4389,1147.8766,3551.1086,11,520
4390,1130.0183,3415.6392,12,520
4392,1211.0061,2295.2632,21,520
4394,1666.982,2062.4355,26,520
4395,1819.3386,2053.7083,28,520
4396,-1234.6824,-586.6541,20,439
4397,-1249.7112,-667.94336,19,439
4398,-1191.6478,-697.99963,18,439
4399,-1133.5839,-687.0701,17,439
4400,-1043.4143,-616.7106,16,439
4401,-981.25183,-634.4712,15,439
4402,-904.7444,-611.24567,14,439
4403,-913.6247,-562.0623,13,439
4404,-852.8285,-556.5975,12,439
4405,-814.5746,-605.0976,11,439
4406,-768.8069,-607.8303,10,439
4407,-770.85614,-653.59796,9,439
4408,-664.292,-699.366,7,439
4409,-667.02454,-769.7259,6,439
4410,-645.8483,-813.44446,5,439
4411,-695.0318,-976.70593,4,439
4412,1917.9989,2140.5144,32,520
4413,1947.4113,2315.0684,34,520
4414,2914.8,2996.2053,45,520
4415,2801.1433,2903.2566,44,520
4416,2982.819,3306.7605,47,520
4417,-646.04645,-815.11395,1,523
4418,-667.22266,-769.0044,2,523
4419,-851.4897,-554.8515,8,523
4420,-1190.6506,-696.76654,14,523
4421,-1233.1741,-586.6156,16,523
4422,-1051.2975,-550.24054,17,523
4423,-1196.7987,-210.56721,28,523
4424,-1368.4286,154.21051,32,523
4425,-1588.2172,586.1027,39,523
4426,-1794.1735,752.60925,43,523
4427,-1997.5673,796.6693,46,523
4428,-2052.3862,1161.9594,51,523
4429,-1959.1428,1376.6246,53,523
4430,-1877.6823,1755.235,62,523
4431,-1776.2415,1911.495,65,523
4432,-1644.5735,2199.9358,69,523
4433,-1451.4258,2300.352,72,523
4434,-1273.1359,2634.9019,78,523
4435,-1425.8093,2787.5754,79,523
4436,-3624.509,4611.684,86,523
4437,-4560.2305,3647.263,87,523
4439,-4873.776,1565.1617,88,523
4440,-4674.994,-4.61122,89,523
4441,-3972.079,-1031.3164,90,523
4442,-2310.0872,-1005.7003,91,523
4443,-1360.2312,-993.4039,92,523
4444,-621.2039,-1035.8368,93,523
4445,-695.9979,-976.1123,94,523
4446,-663.80676,-698.21796,3,523
4447,-710.42786,-698.13214,4,523
4448,-770.541,-653.0471,5,523
4449,-767.8086,-607.2792,6,523
4450,-812.89355,-603.86365,7,523
4451,-906.3079,-610.1826,10,523
4452,-914.50543,-561.51135,9,523
4453,-980.08325,-633.2373,11,523
4454,-1041.5627,-615.3059,12,523
4455,-1134.806,-685.4948,13,523
4456,-1249.0554,-667.05066,15,523
4457,-1027.2175,-473.3909,18,523
4458,-1082.0364,-400.12805,22,523
4459,-1169.1322,-323.27887,26,523
4460,-1190.6504,-294.07626,27,523
4461,-1113.2885,-342.74728,23,523
4462,-1109.7025,-307.9091,24,523
4463,-1003.138,-400.128,21,523
4464,-960.6148,-387.31982,19,523
4465,-980.5957,-360.16644,20,523
4466,-1146.2059,-291.6013,25,523
4467,-1286.5836,-57.467503,29,523
4468,-1294.7809,31.165218,30,523
4469,-1298.8794,93.66913,31,523
4470,-1376.2408,246.34308,33,523
4471,-1413.6409,265.29916,34,523
4472,-1450.5286,342.14835,35,523
4473,-1461.7997,409.26312,36,523
4474,-1500.7367,533.2466,37,523
4475,-1551.4569,551.69037,38,523
4476,-1591.931,631.6136,40,523
4477,-1666.731,656.2053,41,523
4478,-1693.8842,702.3147,42,523
4479,-1895.7413,784.7996,44,523
4480,-1954.6588,779.6761,45,523
4481,-2023.8234,865.7474,47,523
4482,-2045.8533,965.6512,48,523
4483,-2015.6261,1010.7361,49,523
4484,-2049.952,1076.3141,50,523
4485,-1994.1083,1227.4508,52,523
4486,-1916.7466,1424.1848,54,523
4487,-1952.6094,1510.2559,55,523
4488,-1929.0426,1569.6858,56,523
4489,-1881.9084,1630.1405,59,523
4490,-1872.1743,1582.4941,58,523
4491,-1833.2369,1539.971,57,523
4492,-1859.3658,1667.5406,60,523
4493,-1817.3551,1724.921,61,523
4494,-1840.9224,1818.1648,63,523
4495,-1810.6951,1801.7705,64,523
4496,-1731.2843,2069.2053,67,523
4497,-1700.5446,1985.1836,66,523
4498,-1680.5637,2123.5122,68,523
4499,-1586.8077,2230.0764,70,523
4500,-1486.3915,2202.923,71,523
4501,-1406.4684,2358.6707,74,523
4502,-1395.7095,2303.3394,73,523
4503,-1364.4574,2503.1472,77,523
4504,-1332.6931,2463.1855,76,523
4505,-1342.9396,2388.386,75,523
4506,-1679.539,2123,72,439
4913,-1746.1079,3071.698,80,523
4914,-2066.7766,3298.839,81,523
4915,-2334,3579.4219,82,523
4916,-2547.7805,3953.5374,83,523
4917,-2841.7239,4341.0103,84,523
4918,-3108.9478,4621.594,85,523
4919,1193.7487,2775.9663,15,520
4920,1158.6458,2653.0325,16,520
4921,1222.296,3694.5217,10,520
4922,1242.7369,3820.5847,9,520
4924,1168.2545,3931.0886,8,520
4925,1023.0413,4000.8877,7,520
4927,861.9536,4357.985,6,520
4929,793.7782,4697.221,5,520
4930,4163.0913,7109.7017,58,520
4931,2426.4504,7553.5254,61,520
4932,4654.345,5277.8726,55,520
4933,3453.1284,4515.5005,51,520
4934,4638.403,6050.2817,56,520
4935,4502.299,4656.9062,54,520
4936,872.12195,7373.7188,63,520
4937,3720.6423,7469.5713,59,520
4938,3715.615,4517.936,26,441
4939,4196.619,4504.5747,25,441
4940,4637.2676,4467.465,23,441
4941,1171.8579,2527.597,1,571
4942,1200.6793,3453.661,6,571
4943,1294.6525,3668.202,8,571
4944,989.57715,4255.151,13,571
4945,943.1631,4433.1797,14,571
4946,561.20734,7216.6753,20,571
4947,-93.64319,6948.814,21,571
4948,-1453.2947,6799.742,22,571
4949,1201.9369,3321.3325,5,571
4950,1276.1178,3074.4895,4,571
4951,1279.9542,2842.632,3,571
4952,1263.3281,2653.7063,2,571
4953,1239.554,3531.1414,7,571
4954,1326.9512,3840.6533,9,571
4955,1322.688,3936.1511,10,571
4956,1168.7843,4018.4314,11,571
4957,1064.761,4121.603,12,571
4958,949.22656,4578.1978,15,571
4959,908.2992,4771.7495,16,571
4960,795.32336,4983.634,17,571
4961,637.2562,5457.901,18,571
4962,-2568.7102,6022.9673,23,571
4963,-2952.4048,5163.4946,24,571
4964,-2842.412,4341.5376,26,571
4965,-3109.293,4622.059,25,571
4966,-2547.4966,3953.6301,27,571
4967,1106.1409,2367.3994,66,571
4968,745.79047,2299.983,63,571
4970,-117.03738,2411.04,50,571
4971,-1150.2292,2564.2664,37,571
4972,-1497.7684,2826.7598,33,571
4973,-1746.5074,3071.6025,30,571
4974,-2334.1199,3580.063,28,571
4975,-2066.388,3298.6885,29,571
4977,-1580.8124,2890.089,32,571
4978,-1208.6373,2613.533,36,571
4979,-274.89407,2443.1848,48,571
4980,44.537003,2271.0994,52,571
4982,727.68933,2076.899,61,571
4983,644.4438,2073.9146,60,571
4984,427.72656,2164.426,56,571
4985,1124.4384,2462.1008,67,571
4986,1937.6216,2196.425,33,520
4988,1963.9004,2663.3108,38,520
4989,2102.95,2856.8474,40,520
4990,2408.9236,2906.3418,42,520
4991,3047.4817,3538.1204,48,520
4992,-1115.2489,2556.1858,58,450
4993,-993.1063,2515.2583,59,450
4994,-838.3505,2431.888,61,450
4996,-672.227,2397.4563,64,450
4997,-469.08496,2388.3665,68,450
4998,-364.03662,2419.4932,69,450
4999,-272.84882,2454.3196,70,450
5000,-145.0157,2431.1047,72,450
5001,-21.723732,2366.897,75,450
5002,28.4764,2291.4375,77,450
5003,94.98324,2258.184,78,450
5004,316.24622,2178.2485,80,450
5005,416.64584,2172.493,81,450
5006,462.14865,2168.1238,82,450
5007,730.98627,2290.5464,62,571
5016,-1303.7965,2654.3691,35,571
5019,-1015.6385,2509.3987,39,571
5020,-1075.032,2530.38,38,571
5022,-861.92426,2427.6301,40,571
5023,-761.6038,2400.09,41,571
5025,-694.9388,2396.8418,42,571
5027,-520.66754,2387.1128,45,571
5028,-176.73785,2444.0918,49,571
5030,270.71997,2179.9507,54,571
5032,-28.437407,2344.5154,76,450
5033,-50.81957,2399.5112,74,450
5034,-82.15446,2397.593,73,450
5035,-644.96216,2401.0203,65,450
5036,-805.53107,2419.177,62,450
5037,-1178.5574,2601.9094,57,450
5043,-1401.8203,2749.5254,34,571
5045,-371.58926,2409.908,47,571
5046,-453.65918,2384.4573,46,571
5047,-581.0825,2393.8196,44,571
5049,-618.06506,2378.3645,43,571
5050,-1676.203,2981.057,31,571
5051,-27.915474,2327.4446,51,571
5052,1166.1074,3263.4153,13,520
5053,1130.962,2539.694,17,520
5054,1111.3175,2460.043,18,520
5057,1103.4781,2397.4072,19,520
5099,1749.877,2059.8867,27,520
5100,1334.3119,2290.3667,22,520
5103,445.6298,6212.928,19,571
5104,1426.2594,2262.101,23,520
5105,1522.055,2171.734,24,520
5106,1938.8549,2512.8933,36,520
5107,1864.9673,2052.0432,29,520
5108,1885.3998,2064.6624,30,520
5127,446.2672,5466.9204,3,520
5128,1741.3359,1785.7086,51,441
5129,1760.8779,1626.1158,53,441
5130,867.79443,1070.9037,16,476
5131,1260.8657,1058.3833,13,476
5155,1088.9478,-185.99948,38,443
5160,411.4316,1740.0953,93,450
5161,416.0087,1546.863,95,450
5162,359.2184,1653.1423,94,450
5180,1706.6677,1155.3251,1,581
5181,1559.8281,1135.9313,2,581
5182,1421.2999,1072.2081,3,581
5183,1263.378,1050.044,4,581
5184,1110.9973,1044.5026,5,581
5185,969.6981,1055.5847,6,581
5186,867.1876,1066.6671,7,581
5187,748.05255,1086.0609,8,581
5188,725.88885,1268.9188,9,581
5189,626.14825,1401.9059,10,581
5190,504.2436,1501.6461,11,581
5191,405.19608,1538.3561,12,581
5192,348.86127,1654.258,13,581
5193,404.50305,1748.226,14,581
5194,484.84946,1789.7843,15,581
5195,498.70227,1900.607,16,581
5196,509.96176,2064.392,18,581
5197,724.0208,2080.1177,21,581
5198,742.75433,2302.9463,23,581
5199,916.409,2304.126,24,581
5200,1070.9456,2304.9949,25,581
5201,1213.402,2300.0347,26,581
5202,1802.2368,1984.5642,35,581
5203,1755.5161,1901.4137,37,581
5204,1716.0459,1858.0836,38,581
5205,1739.9147,1787.0139,39,581
5206,1770.391,1712.2087,40,581
5207,1767.6204,1629.092,41,581
5208,1764.8496,1565.3688,42,581
5209,1701.1268,1410.2174,43,581
5210,1670.6508,1285.5421,44,581
5258,1894.6322,2098.3782,31,520
5259,1782.7721,2063.9211,33,581
5260,1833.209,2057.429,34,581
5261,1777.7782,1942.5725,36,581
5262,1738.8267,2067.416,32,581
5263,1672.4098,2067.9155,31,581
5264,1594.5071,2099.8755,30,581
5265,1519.1013,2185.2688,29,581
5266,1429.2137,2269.1638,28,581
5267,1331.8356,2298.1277,27,581
5268,1073.9916,2297.1292,65,571
5269,916.8546,2299.1267,64,571
5270,638.53564,2120.6829,59,571
5271,583.2715,2130.6707,58,571
5272,498.04456,2153.9749,57,571
5273,348.2321,2161.9648,55,571
5274,160.46696,2218.5605,53,571
5275,-611.73395,2400.9998,66,450
5276,564.29456,2077.4036,19,581
5277,498.87637,2004.4946,17,581
5278,671.6604,2081.898,20,581
5279,727.36383,2292.9185,22,581
5280,595.25586,2067.416,89,450
5281,627.7153,2125.843,84,450
5282,648.6891,2123.3462,85,450
5283,649.6878,2101.3735,86,450
5284,649.1885,2083.396,87,450
5285,625.71783,2071.411,88,450
5348,4446.0425,2101.3738,1,595
5349,4354.157,2480.8994,2,595
5350,4406.0923,2900.3748,3,595
5351,4238.302,3215.9805,4,595
5352,4022.5715,3587.516,5,595
5353,3770.8862,3747.316,6,595
5354,3419.3254,3883.1462,7,595
5355,3187.6152,3731.336,8,595
5356,3139.675,3491.636,9,595
5357,3207.5903,3227.9653,10,595
5358,3239.5503,3028.215,11,595
5359,3303.4705,2840.45,12,595
5360,3303.4705,2664.6694,13,595
5361,3263.5205,2504.8694,14,595
5362,3159.6501,2349.064,15,595
5363,3115.705,2201.2488,16,595
5364,3163.6453,1997.5035,17,595
5365,3195.6052,1785.7682,18,595
5366,3223.5703,1598.0028,19,595
5367,3211.5852,1434.2076,20,595
5368,3311.4602,1270.4124,21,595
5369,3483.2456,1034.707,22,595
5370,3583.121,894.88184,23,595
5371,3675.006,763.0467,24,595
5372,3870.7612,775.0317,25,595
5373,3926.6914,974.78204,26,595
5374,3986.6165,1182.5222,27,595
5375,4146.4165,1346.3175,28,595
5376,4282.247,1470.1627,29,595
5377,4509.9624,1570.0377,30,595
5378,4621.8228,1753.8082,31,595
5379,4529.9375,1949.5634,32,595
5454,7509.613,7509.612,1,602
5455,3725.0234,7465.283,2,602
5456,4157.233,7113.4214,3,602
5457,4329.007,6501.1274,4,602
5458,4633.769,6041.2144,5,602
5459,4650.3926,5282.0806,6,602
5460,4500.7817,4639.3096,7,602
5461,4617.146,4467.5347,8,602
5462,5415.068,3824.763,9,602
5463,6118.7905,3564.3303,10,602
5464,6650.7383,3536.6245,11,602
5465,7498.5303,3459.0486,12,602
6095,1853.7444,101.02761,30,443
6096,1328.6334,49.338467,35,443
6097,1429.6614,131.571,5,476
6158,-523.8451,5121.598,1,641
6159,-416.97867,5182.1895,2,641
6161,-264.33615,5190.678,3,641
6162,-148.64749,5093.3003,4,641
6168,-59.92497,5005.2437,5,641
6169,41.448353,4988.764,6,641
6172,256.17975,5015.7305,7,641
6175,434.9563,4972.7837,8,641
6178,653.68286,4832.9595,9,641
6179,899.8762,4456.4297,10,641
6180,1209.4891,4230.7124,11,641
6181,1313.3594,4679.1514,12,641
6182,1485.1447,5089.638,13,641
6183,1455.1821,5375.281,14,641
6184,1373.2844,5682.897,15,641
6185,1309.3645,5886.6416,16,641
6186,1199.5018,6106.3667,17,641
6187,1097.629,6296.1294,18,641
6188,1133.5841,6505.867,19,641
6189,1163.5468,6829.463,20,641
6190,1193.5094,7199.001,21,641
6191,1273.4093,7420.724,22,641
6192,1413.2345,7514.607,23,641
6193,1581.0248,7614.482,24,641
6194,1728.8401,7730.337,25,641
6195,1984.5204,7840.1997,26,641
6196,2874.907,8828.964,27,641
6197,2872.9094,9853.683,28,641
6199,1981.5278,10406.994,29,641
6200,-61.917873,10554.81,30,641
6201,-948.80927,10247.194,31,641
6202,-431.45596,9036.708,32,641
6203,-414.64728,8942.323,33,641
6205,-428.96262,8841.782,34,641
6207,-351.06,8804.995,35,641
6208,-311.2764,8776.696,36,641
6209,-336.07874,8738.244,37,641
6211,-417.31046,8695.631,38,641
6212,-489.2206,8642.364,39,641
6214,-463.25314,8492.552,40,641
6215,-425.467,8428.466,41,641
6216,-445.10916,8359.552,42,641
6217,-452.93268,8286.476,43,641
6218,-466.5823,8224.221,44,641
6219,-465.25064,8169.788,45,641
6221,-409.9864,8028.4653,46,641
6222,-427.9639,7926.593,47,641
6223,-425.9664,7736.83,48,641
6224,-383.2703,7634.7065,49,641
6225,-386.26654,7550.8115,50,641
6226,-414.2316,7491.8853,51,641
6227,-432.20914,7408.989,52,641
6228,-433.20792,7276.1553,53,641
6229,-421.22284,7123.346,54,641
6231,-461.17297,6845.694,55,641
6232,-522.0968,6657.928,56,641
6233,-526.09174,6569.039,57,641
6234,-617.9769,6497.1294,58,641
6235,-648.9383,6402.2485,59,641
6236,-651.93445,6309.364,60,641
6237,-661.92194,6289.389,61,641
6238,-931.58484,6287.3916,62,641
6239,-1076.9033,6288.8896,64,641
6241,-1143.8195,6313.858,65,641
6242,-1216.2289,6221.4736,66,641
6243,-1247.6896,6122.0986,67,641
6244,-1063.42,6016.7295,68,641
6245,-1007.4899,5946.817,69,641
6246,-991.5099,5872.909,70,641
6247,-1023.47,5835.9556,71,641
6248,-1089.3875,5821.973,72,641
6249,-1164.294,5762.0483,73,641
6250,-1164.294,5681.1494,74,641
6251,-1186.2664,5633.2095,75,641
6252,-1208.2389,5604.245,76,641
6253,-1258.1765,5562.298,77,641
6255,-1248.1891,5472.4106,78,641
6258,-1131.3351,5479.4014,79,641
6259,-1057.4274,5424.47,80,641
6260,-1059.425,5359.5513,81,641
6262,-1132.3337,5293.634,82,641
6265,-1156.304,5134.832,83,641
6266,-1117.3527,5077.9033,84,641
6269,-802.7459,4954.058,85,641
6270,-678.9007,5034.9565,86,641
6272,1461.4668,2970.169,1,642
6273,1577.3219,3986.898,2,642
6274,918.1458,4470.294,3,642
6275,659.1364,4839.1665,4,642
6276,436.08197,4980.3228,5,642
6277,255.64084,5024.934,6,642
6278,40.576286,4998.3003,7,642
6279,-55.969734,5014.2803,8,642
6280,-146.1902,5099.5073,9,642
6281,-261.7125,5199.3823,10,642
6282,-416.5192,5190.061,11,642
6283,-534.0389,5133.465,12,642
6284,-688.8454,5040.581,13,642
6285,-810.693,4961.6797,14,642
6286,-967.49695,4865.7993,15,642
6287,-1142.2784,4718.983,16,642
6288,-1301.0798,4567.173,17,642
6289,-1466.8727,4312.491,18,642
6290,-1592.7155,4011.8672,19,642
6291,-1750.5182,3851.0676,20,642
6292,-1882.3535,3655.3125,21,642
6293,-1786.4733,3375.6624,22,642
6294,-1866.3728,2964.177,23,642
6295,-1902.3281,2384.9016,24,642
6296,-1654.6376,1234.3395,25,642
6297,-1083.3519,279.533,26,642
6298,163.08975,-283.7626,27,642
6299,2114.6501,229.59543,28,642
6300,1571.3295,1961.4308,29,642
6301,4534.3315,6191.085,1,643
6302,4366.5415,7615.3047,2,643
6303,3491.635,8322.421,3,643
6304,2860.4238,8881.722,4,643
6305,1929.5873,7851.0103,5,643
6306,1718.8512,7760.711,6,643
6307,1571.0361,7639.862,7,643
6308,1404.2446,7536.9907,8,643
6309,1260.4244,7443.108,9,643
6310,1168.5391,7206.404,10,643
6311,1145.568,6831.872,11,643
6312,1112.609,6503.283,12,643
6313,1066.6666,6297.5405,13,643
6316,1184.5192,6090.799,14,643
6317,1280.3993,5884.057,15,643
6318,1350.3121,5678.3145,16,643
6319,1424.2195,5370.6987,17,643
6320,1462.1721,5093.046,18,643
6321,1296.3794,4703.533,19,643
6322,1496.1298,4290.05,20,643
6323,1855.6803,4124.257,21,643
6324,2231.211,4419.8877,22,643
6325,2470.9111,4627.628,23,643
6326,2664.669,4805.406,24,643
6327,2864.4192,4619.638,25,643
6328,3084.1443,4529.75,26,643
6329,3247.9395,4375.943,27,643
6330,3371.7847,4312.0225,28,643
6331,3475.655,4351.9727,29,643
6332,3703.3704,4521.7603,30,643
6333,4096.878,4639.613,31,643
6334,4416.4785,4887.303,32,643
6336,-1232.2245,6125.4907,1,644
6337,-1278.1671,6038.1,2,644
6338,-1382.0372,6040.097,3,644
6339,-1471.9248,6094.03,4,644
6340,-1649.7028,6092.032,5,644
6341,-1700.972,6028.1123,6,644
6342,-1742.9196,5922.91,8,644
6343,-1937.3431,5873.639,10,644
6344,-2121.7793,5791.075,12,644
6345,-2269.5945,5646.5894,14,644
6346,-2432.7239,5612.6313,15,644
6347,-2628.479,5634.604,16,644
6348,-2786.2817,5742.469,17,644
6349,-2890.1519,5972.182,18,644
6351,-3235.72,6121.9946,19,644
6352,-3367.555,6277.8,20,644
6353,-3344.5835,6497.526,21,644
6354,-4450.2017,8441.096,22,644
6355,-3740.1462,10299.364,23,644
6356,-901.6949,10269.403,24,644
6357,-423.73477,9039.249,25,644
6358,-407.43192,8944.832,26,644
6360,-418.91748,8846.953,27,644
6362,-346.0087,8808.502,28,644
6363,-301.06485,8778.04,29,644
6364,-333.52426,8733.096,30,644
6365,-333.52426,8733.096,31,644
6367,-414.42313,8689.65,32,644
6368,-480.34073,8641.211,33,644
6370,-456.37067,8495.394,34,644
6371,-417.91873,8427.978,35,644
6372,-440.39066,8357.565,36,644
6373,-449.8788,8285.655,37,644
6374,-461.3644,8223.232,38,644
6375,-458.86752,8171.798,39,644
6377,-405.43436,8027.9775,40,644
6378,-423.4119,7926.604,41,644
6379,-421.4144,7736.8413,42,644
6380,-378.46808,7636.9653,43,644
6381,-381.9637,7549.5757,44,644
6382,-409.42935,7490.1504,45,644
6383,-427.4069,7409.251,46,644
6384,-427.4069,7409.251,47,644
6385,-426.40814,7276.9165,48,644
6386,-416.42062,7122.609,49,644
6388,-456.87006,6844.956,50,644
6389,-518.2933,6657.69,51,644
6390,-520.79016,6567.803,52,644
6391,-614.1734,6494.394,53,644
6392,-643.13715,6401.5103,54,644
6393,-647.13214,6308.1274,55,644
6394,-660.116,6285.156,56,644
6396,-931.27704,6282.6587,57,644
6399,-1006.6826,6297.141,58,644
6400,-1143.0123,6301.6353,60,644
6401,-1207.4318,6215.7427,61,644
6403,-996.8189,6304.0073,63,641
6404,-1074.7214,6281.5356,59,644
6405,-2174.5352,5665.934,13,644
6406,-2057.3484,5857.03,11,644
6407,-1820.9772,5934.9316,9,644
6408,-1708.4514,5958.9014,7,644
6409,-3312.8,6500.345,1,645
6410,-3336.7703,6282.617,2,645
6411,-3214.9226,6148.784,3,645
6412,-3216.9202,6144.789,4,645
6414,-2867.3567,5990.982,5,645
6415,-2759.4917,5755.276,6,645
6416,-2617.6692,5655.401,7,645
6417,-2431.9016,5637.424,8,645
6418,-2266.1086,5669.384,9,645
6419,-2266.1086,5669.384,10,645
6420,-2188.2063,5691.3564,11,645
6421,-2132.276,5815.2017,12,645
6422,-2064.3608,5873.129,13,645
6423,-1936.5206,5899.0967,14,645
6425,-1471.1027,6105.8384,20,645
6426,-1380.2164,6051.9053,21,645
6427,-1280.341,6051.906,22,645
6428,-1259.3672,6111.8306,23,645
6430,-1220.416,6128.809,24,645
6431,-1054.6233,6025.938,25,645
6432,-992.7006,5952.0303,26,645
