Title_lang,Subtitle_lang,InstructionText_lang,SubIcon_lang,TitleTooltip_lang,SubtitleTooltip_lang,EventToastID,PlayerConditionID,UiTextureAtlasMemberID,UiTextureKitID,EventType,DisplayType,EventAsset,Field_9_1_0_38312_011,IconFileID,UiWidgetSetID,ExtraUiWidgetSetID,TitleTooltipUiWidgetSetID,SubtitleTooltipUiWidgetSetID,ShowSoundKitID,HideSoundKitID,Field_10_2_5_52554_021
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,438,152809,12015,0,15,4,0,-2,135818,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,439,152810,12015,0,15,4,0,-2,135845,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,440,152811,12015,0,15,4,0,-2,7514181,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,441,152812,12015,0,15,4,0,-2,7636530,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,442,152813,12015,0,15,4,0,-2,7514182,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,443,152814,12015,0,15,4,0,-2,1373907,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,444,152815,12015,0,15,4,0,-2,132287,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,445,152816,12015,0,15,4,0,-2,6735718,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,446,152817,12015,0,15,4,0,-2,7636570,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,447,152818,12015,0,15,4,0,-2,7658123,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,448,152819,12015,0,15,4,0,-2,7636571,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,449,152820,12015,0,15,4,0,-2,4667415,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,450,152821,12015,0,15,4,0,-2,135130,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,451,152822,12015,0,15,4,0,-2,7514183,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,452,152823,12015,0,15,4,0,-2,236151,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,453,152824,12015,0,15,4,0,-2,7195161,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,454,152825,12015,0,15,4,0,-2,5390644,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,455,152826,12015,0,15,4,0,-2,1408837,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,456,152827,12015,0,15,4,0,-2,7514188,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,457,152828,12015,0,15,4,0,-2,7297526,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,458,152829,12015,0,15,4,0,-2,5764903,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,459,152830,12015,0,15,4,0,-2,5899327,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,460,152831,12015,0,15,4,0,-2,7514186,0,0,0,0,0,0,0
Feature Unlocked!,Apex Talents,,|cff20ff20|Htalentpane:|h[Apex Talent]|h|r unlocked!,,,461,152832,12015,0,15,4,0,-2,7514187,0,0,0,0,0,0,0
Ritual Site Disrupted,|nFinal Score: |cFFFFFFFF%3449c|r,,,,,463,0,0,5765,17,6,1286799,0,0,1992,0,0,0,0,0,0
Ritual Site Disrupted,|nCombined Multiplier: |cFFFFFFFF+%3452c%|r|n|nFinal Score: |cFFFFFFFF%3449c|r,,,,,464,0,0,5765,17,8,1286803,0,0,2104,1991,0,0,183157,183155,0
Ritual Site Disrupted,|nCombined Multiplier: |cFFFFFFFF+%3452c%|r|n|nFinal Score: |cFFFFFFFF%3449c|r,,,,,467,0,0,5765,17,8,1290785,0,0,2105,1991,0,0,183157,183155,0
Ritual Site Disrupted,|nFinal Score: |cFFFFFFFF%3449c|r,,,,,468,0,0,5765,17,6,1290786,0,0,2103,0,0,0,0,0,0
,,,,,,484,0,0,5765,16,8,1298864,0,0,2166,2159,0,0,0,0,0
