ID,SetName,SilenceIntervalMin[0],SilenceIntervalMin[1],SilenceIntervalMax[0],SilenceIntervalMax[1],Sounds[0],Sounds[1]
1133,Zone-50-SHA-SKYBOX,180000,180000,250000,250000,33174,33174
1134,Zone-50-MSP-MoguShanPalace-GeneralWalk,180000,180000,250000,250000,33620,33620
1135,Zone-50-MSP-MoguShanPalace-ShaWalk,180000,180000,250000,250000,33196,33196
1136,Zone-50-MSP-MoguShanPalace-BossWalk,180000,180000,250000,250000,33195,33195
1137,Zone-50-MSV-Raid-BossWalk,180000,180000,250000,250000,33208,33208
1138,Zone-50-MSV-Raid-MoguShanVaults-GeneralWalk,180000,180000,250000,250000,29209,29209
1139,Zone-50-MSV-Raid-RepositoryWalk,180000,180000,250000,250000,33202,33202
1140,Zone-50-MSV-Raid-Forge-StairwayWalk,180000,180000,250000,250000,33204,33204
1141,Zone-50-MSV-Raid-Forge-EngineWalk,180000,180000,250000,250000,33206,33206
1142,Zone-50-MSP-MoguShanPalace-ShrineWalk,180000,180000,250000,250000,33215,33215
1143,Event-50-VFW-MissFannyFinale-Colossus,0,0,0,0,33324,33324
1144,Zone-50-KW-TurtleBeach,180000,180000,250000,250000,33376,33379
1145,Zone-50-WanderingIsle-HozenWalk,180000,180000,250000,250000,25834,25834
1146,MUS_50_MischiefMakers_GeneralWalk,180000,180000,250000,250000,33537,33537
1147,Zone-50-PandarenTavern_A,180000,180000,250000,250000,33540,33540
1148,Zone-50-Scholomance-GeneralWalk,180000,180000,250000,250000,33521,33521
1149,Zone-50-Scholomance-Intro,180000,180000,250000,250000,33514,33514
1150,Zone-50-Scholomance-HeadmastersStudy,180000,180000,250000,250000,33513,33513
1151,Zone-50-Scholomance-TheUpperStudy,180000,180000,250000,250000,33512,33512
1152,Zone-50-Scholomance-ChamberofSummoning,180000,180000,250000,250000,33511,33511
1153,Zone-50-Scholomance-TheReliquary,180000,180000,250000,250000,33510,33510
1154,Zone-50-WanderingIsle-Temple-FireWalk,180000,180000,250000,250000,33596,33596
1155,Zone-50-WanderingIsle-Temple-AirWalk,180000,180000,250000,250000,33598,33598
1156,Zone-50-WanderingIsle-Temple-EarthWalk,180000,180000,250000,250000,33597,33597
1157,Zone-50-GSS-Dungeon-GeneralWalk,180000,180000,250000,250000,33602,33602
1158,Zone-50-GSS-Dungeon-CourtyardWalk,180000,180000,250000,250000,33606,33606
1159,Zone-50-SoN-HallowedOutTree,180000,180000,250000,250000,33612,33612
1160,Zone-50-SoN-NiuzaoExteriorWalk,180000,180000,250000,250000,33614,33614
1161,Zone-50-MSV-Raid-EmpReachWalk,180000,180000,250000,250000,33615,33615
1162,Zone-50-MSV-Raid-Forge-HallofShapersWalk,180000,180000,250000,250000,33616,33616
1163,Zone-50-TES-Raid-TerraceofEndlessSpring-GeneralWalk,180000,180000,250000,250000,33625,33625
1164,Zone-50-TES-Raid-ShaofFear-GeneralWalk,180000,180000,250000,250000,33626,33626
1165,Zone-50-TES-Raid-PlatformWalk,180000,180000,250000,250000,33627,33627
1166,Zone-50-JF-JadeForest-VilliageWalk,180000,180000,250000,250000,33641,33641
1167,Zone-50-Jinyu-Walk,180000,180000,250000,250000,31124,33639
1168,Zone-50-SPM-Dungeon-ShadoPan-GeneralWalk,180000,180000,250000,250000,33651,33651
1169,Zone-50-SPM-Dungeon-ShaWalk,180000,180000,250000,250000,33652,33652
1170,Zone-50-SPM-Dungeon-SnowdriftWalk,180000,180000,250000,250000,33654,33654
1171,Zone-50-SPM-Dungeon-SealedChamberWalk,180000,180000,250000,250000,33656,33656
1172,Zone-50-SPM-SealedChamberWalk,180000,180000,250000,250000,33660,33660
1173,Zone-50-VFW-GeneralWalk,180000,180000,250000,250000,33686,33687
1174,Zone-50-VFW-HiddenMasterWalk,180000,180000,250000,250000,33688,33688
1175,Zone-50-VFW-Peacful-Walk,180000,180000,250000,250000,33689,33689
1176,Zone-50-VFW-WindsEdge-Walk,180000,180000,250000,250000,33690,33690
1177,Zone-50-VFW-Brewery-Walk,180000,180000,250000,250000,33691,33691
1178,Zone-50-SPM-ShadoPan-GeneralWalk,180000,180000,250000,250000,33694,33694
1179,Zone-50-HOF-Raid-AntechamberWalk,180000,180000,250000,250000,33700,33700
1180,Zone-50-HOF-Raid-OratoriumWalk,180000,180000,250000,250000,33701,33701
1181,Zone-50-HOF-Raid-TrainingWalk,180000,180000,250000,250000,33703,33703
1182,Zone-50-HOF-Raid-StairwayWalk,180000,180000,250000,250000,33704,33704
1183,Zone-50-HOF-Raid-StagingDreadWalk,180000,180000,250000,250000,33706,33706
1184,Zone-50-HOF-Raid-AtriumWalk,180000,180000,250000,250000,33707,33707
1185,Zone-50-HOF-Raid-AmberWalk,180000,180000,250000,250000,33709,33709
1186,Zone-50-HOF-Raid-HeartofFearWalk,180000,180000,250000,250000,33711,33711
1187,PVP_BattleGrounds-SilvershardMines,180000,180000,300000,300000,33713,33713
1188,PVP_BattleGrounds-Pandaria,180000,180000,300000,300000,33714,33714
1189,Zone-50-SM-Dungeon-ScarletEntranceWalk,180000,180000,250000,250000,33719,33719
1190,Zone-50-SM-Dungeon-VestibuleWalk,180000,180000,250000,250000,33721,33721
1191,Zone-50-SM-Dungeon-ScarletBaseWalk,180000,180000,250000,250000,33722,33722
1192,Zone-50-SM-Dungeon-TunnelsWalk,180000,180000,250000,250000,33723,33723
1193,Zone-50-SM-Dungeon-TrainingWalk,180000,180000,250000,250000,33725,33725
1194,Zone-50-SM-Dungeon-ArmoryWalk,180000,180000,250000,250000,33727,33727
1195,Zone-50-SM-Dungeon-ChampionsWalk,180000,180000,250000,250000,33729,33729
1196,Zone-50-SM-Dungeon-TreasuresWalk,180000,180000,250000,250000,33731,33731
1197,Zone-50-SM-Dungeon-AthenaeumWalk,180000,180000,250000,250000,33733,33733
1198,Zone-50-SM-Dungeon-ForlornWalk,180000,180000,250000,250000,33735,33735
1199,Zone-50-SM-Dungeon-ChapelGardensWalk,180000,180000,250000,250000,33738,33738
1200,Zone-50-SM-Dungeon-CrusaderWalk,180000,180000,250000,250000,33740,33740
1201,Zone-50-SM-Dungeon-ChapelRoomWalk,180000,180000,250000,250000,33742,33742
1202,Zone-50-SSB-TricklingPassage-A_walk,18000,18000,250000,250000,33750,33750
1203,Zone -50-SSB-TricklingPassage-B_walk,0,0,0,0,33752,33752
1204,Zone -50-SSB-GrainCellar_walk,0,0,0,0,33755,33755
1205,Zone -50-SSB-Brewhall_walk,0,0,0,0,33757,33757
1206,Zone -50-SSB �Brewhall_walk,0,0,0,0,33760,33760
1207,Zone -50-SSB �Brewhall_walk,0,0,0,0,0,0
1209,Zone-50-SSB-GrainCellar_walk,18000,18000,250000,250000,33755,33755
1210,Zone-50-SSB-Brewhall_walk,18000,18000,250000,250000,33757,33757
1211,Zone-50-SSB-Exterior1_walk,18000,18000,250000,250000,33760,33760
1212,Zone-50-SSB-Exterior2_walk,180000,180000,25000,250000,33763,33763
1213,Zone-50-SSB-Exterior3_walk,18000,18000,250000,25000,33770,33770
1214,Zone-50-SSB-TheGreatWheel_walk,18000,18000,250000,250000,33766,33766
1215,Zone-50-SSB-TheTastingRoom_walk,18000,18000,250000,250000,33773,33773
1216,Zone-50-SSB-MamasPantry,18000,18000,250000,250000,33774,33774
1217,Zone-50-VEB_TheGoldenPagoda,0,0,0,0,33780,33780
1218,Zone-50-VEB-AncestralRise,0,0,0,0,33781,33781
1219,Zone-50-VEB-MSP-Exterior-Walk,18000,18000,250000,250000,33785,33785
1220,Zone 50-VEB-TheStarsBazaar_Walk,0,0,0,0,33786,33786
1221,Zone-50-VEB-TheEmperorsStep-A-Walk,0,0,0,0,33787,33787
1222,zone-50-VEB_TheGoldenLantern_Walk,0,0,0,0,33789,33789
1223,Zone-50-VEB-ChamberofReflection-A-Walk,0,0,0,0,33791,33791
1224,Zone-50-VEB_TheSummerFields_Walk,0,0,0,0,33991,33991
1225,Zone-50-VEB-PathofSerentiy-A-Walk,0,0,0,0,33796,33796
1226,Zone-50-VEB-EtherealCorridor-A-Walk,0,0,0,0,33797,33797
1227,Zone-50-VEB-ChamberofEnlightenment-A-Walk,0,0,0,0,33798,33798
1228,Zone-50-VEB-TheCelestialVault-A-Walk,0,0,0,0,33799,33799
1230,Zone-50-VEB-TheKeggary-H-Walk,0,0,0,0,33808,33808
1231,Zone-50-VEB_RuinsRise_Walk,0,0,0,0,33810,33810
1232,Zone-50-VEB_RuinsofGuoLai_Walk,0,0,0,0,33811,33811
1233,Zone-50-VEB_TheFiveSisters_Walk,0,0,0,0,33812,33812
1234,Zone-50-VEB_SettingSunGarrison_Walk,0,0,0,0,33813,33813
1235,Zone-50-VEB_SettingSunGarrison_Brewery_Walk,0,0,0,0,33814,33814
1236,Zone-50-VEB_TheSilentSanctuary_Walk,0,0,0,0,33815,33815
1237,Zone-50-VEB_TheGoldenRose,0,0,0,0,33816,33816
1238,Zone-50-VEB_WhitepetalLake_Walk,0,0,0,0,33817,33817
1239,Zone-50-DW_TheAmberWood_Walk,180000,180000,250000,250000,33818,33818
1240,Zone-50-DW_MiscMantidHouses_Walk,180000,180000,250000,250000,33819,33819
1241,Zone-50-DW_RikkitunVillage_Walk,180000,180000,250000,250000,33822,33822
1242,Zone-50-DW_TheSunsetBrewgarden_Walk,180000,180000,250000,250000,33829,33829
1243,Zone-50-DW_TheHorridMarch_TheThunderingRun_Walk,180000,180000,250000,250000,33831,33831
1244,Zone-50-DW_TerraceofGurthan_Walk,180000,180000,250000,250000,33832,33832
1245,Zone-50-DW_ForgottenMire_Walk,180000,180000,250000,250000,33834,33834
1246,Zone-50-DW_LakeOfStars_Walk,180000,180000,250000,250000,33835,33835
1247,Zone-50-DW_SoggysGamble_Walk,180000,180000,250000,250000,33836,33836
1248,Zone-50-DW_DuskRootFen_Walk ,180000,180000,250000,250000,33837,33837
1249,Zone-50-DW_KypaIk_Walk,180000,180000,250000,250000,33839,33839
1250,Zone-50-DW_Klaxxivess_Walk,180000,180000,250000,250000,33840,33840
1251,Zone-50-DW_AmberglowHollow_Walk,180000,180000,250000,250000,33841,33841
1252,Zone-50-DW_TheBrinyMuck_Walk,180000,180000,250000,250000,33843,33843
1253,Zone-50-DW_WhisperingStones_Walk,180000,180000,250000,250000,33844,33844
1254,Zone-50-DW_KorvesMantidHouse_Walk,180000,180000,250000,250000,33846,33846
1255,Zone-50-VeiledStair-HundredStepsWalk,180000,180000,250000,250000,33848,33848
1256,Zone-50-VeiledStair-SpringRoadWalk,180000,180000,250000,250000,33849,33849
1257,Zone-50-VeiledStair-AncientPassageWalk,180000,180000,250000,250000,33850,33850
1258,Zone-50-VeiledStair-SecretAerieWalk,180000,180000,250000,250000,33852,33852
1259,Zone-50-TS-SikvessLairWalk,180000,180000,250000,250000,33855,33855
1260,Zone-50-TS-FarwatchOverlookWalk,180000,180000,250000,250000,33856,33856
1261,Zone-50-TS-RensaisWatchpostWalk,180000,180000,250000,250000,33857,33857
1262,Zone-50-TS-SumprushWalk,180000,180000,250000,250000,33858,33858
1263,Zone-50-TS-GaoRanWalk,180000,180000,250000,250000,33859,33859
1264,Zone-50-TS-HatredsViceWalk,180000,180000,250000,250000,33861,33861
1265,Zone-50-TS-LongyingOutpostWalk,180000,180000,250000,250000,33862,33862
1266,Zone-50-TS-FireCampOsulWalk,180000,180000,250000,250000,33863,33863
1267,Zone-50-KLS-Mountains-GeneralWalk,180000,180000,250000,250000,33865,33866
1269,Zone-50-KLS-YaungolAdvance-Walk,180000,180000,250000,250000,33867,33867
1270,Zone-50-KLS-MountainHozen-Walk,180000,180000,250000,250000,33869,33869
1271,Zone-50-KLS-GrummleCamp-Walk,180000,180000,250000,250000,33870,33870
1272,Zone-50-KLS-TempleoftheWhiteTiger-Walk,180000,180000,250000,250000,33872,33872
1273,Zone-50-KLS-PeakofSerenity-GeneralWalk,180000,180000,250000,250000,33874,33874
1274,Zone-50-KLS-PeakofSerenity-MistweaverWalk,180000,180000,250000,250000,33875,33875
1275,Zone-50-KLS-PeakofSerenity-BrewmasterWalk,180000,180000,250000,250000,33876,33876
1276,Zone-50-KW-Jungle-GeneralWalk,180000,180000,250000,250000,33894,33894
1277,Zone-50-KW-Coast-GeneralWalk,180000,180000,250000,250000,33895,33895
1278,Zone-50-KW-SadPanda-GeneralWalk,180000,180000,250000,250000,33896,33896
1279,Zone-50-KW-TempleoftheRedCrane-GeneralWalk,180000,180000,250000,250000,33897,33897
1280,Zone-50-KW-Hozen-GeneralWalk,180000,180000,250000,250000,33898,33898
1281,Zone-50-KLS-PeakofSerenity-WindwalkerWalk,180000,180000,250000,250000,33877,33877
1282,Zone-50-KLS-PeakofSerenity-CraneWalk,180000,180000,250000,250000,33878,33878
1283,Zone-50-KLS-ZouchinVillage-Walk,180000,180000,250000,250000,33880,33880
1284,Zone-50-KLS-IsleofReckoning-Walk,180000,180000,250000,250000,33881,33881
1285,Zone-50-KLS-ShadopanDefenseForce,180000,180000,250000,250000,33882,33882
1286,Zone-50-KLS-ValleyofEmperors-GeneralWalk,180000,180000,250000,250000,33885,33885
1287,Zone-50-KLS-YakWash-Walk,180000,180000,250000,250000,33886,33886
1288,Zone-50-KLS-TheBurlapTrail-Walk,180000,180000,250000,250000,33883,33883
1289,Zone-50-VEB-TheStarsBazaar-A-Walk,0,0,0,0,33786,33786
1290,Zone-50-TS-FireCampGaiChoWalk,180000,180000,250000,250000,33934,33934
1291,Zone-50-TS-GaiChoBattlefieldWalk,180000,180000,250000,250000,33935,33935
1292,Zone-50-TS-MantidHousesWalk,180000,180000,250000,250000,33940,33940
1293,Zone-50-TS-ShadoPanGarrisonWalk,180000,180000,250000,250000,33941,33941
1294,Zone-50-TS-NiuzaoTempleWalk,180000,180000,250000,250000,33942,33942
1295,Zone-50-TS-NiuzaoGhastlyWalk,180000,180000,250000,250000,33945,33945
1296,Zone-50-TS-AssaultCampWalk,180000,180000,250000,250000,33960,33960
1297,Zone-50-TS-SravessWalk,180000,180000,250000,250000,33961,33961
1298,Zone-50-TS-SravessMantidAmberHousesWalk,180000,180000,250000,250000,33964,33964
1299,Zone-50-TS-ShanzeDaoWalk,180000,180000,250000,250000,33966,33966
1300,Zone-50-Scenario-ABrewingStorm,180000,180000,250000,250000,33976,33976
1301,Zone-50-Scenario-BrewmoonFestival,180000,180000,250000,250000,33973,33973
1302,Zone-50-Scenario-UngaIngoo,180000,180000,250000,250000,33974,33974
1303,Zone-51-Scenario-DaggerintheDark,180000,180000,250000,250000,34973,34973
1304,Zone-50-GSS-SerpentSpine-KLS-TS-Walk,180000,180000,250000,250000,34007,34007
1305,Zone-50-GSS-SerpentSpine-VEB-TS-Walk,180000,180000,250000,250000,34000,34000
1306,Zone-50-GSS-SerpentSpine-VEB-DW-Walk,180000,180000,250000,250000,34001,34001
1307,Zone-50-GSS-SerpentSpine-VFW-DW-Walk,180000,180000,250000,250000,34002,34002
1308,Zone-50-GSS-SerpentSpine-KW-DW-Walk,180000,180000,250000,250000,34003,34003
1309,Zone-51-Scenario-AssaultonZanvess,180000,180000,250000,250000,33979,33979
1310,Zone-50-Scenario-TempleofKotmogu,180000,180000,250000,250000,33978,33978
1311,Zone-50-Scenario-AllianceTheramore,180000,180000,250000,250000,34012,34012
1312,Zone-50-Scenario-HordeTheramore,180000,180000,250000,250000,34013,34013
1313,Zone-50-JF-LairoftheJadeWitchWalk,180000,180000,250000,250000,34014,34014
1314,Zone-50-Scenario-CryptofForgottenKings,180000,180000,250000,250000,34015,34015
1315,Zone-50-Scenario-ArenaofAnnihilation,180000,180000,250000,250000,34019,34019
1316,Zone-50-Cave-GenericWalk,180000,180000,250000,250000,34021,34021
1317,Zone-50-JF-EmperorsOmenWalk,180000,180000,250000,250000,34022,34022
1319,Zone-51-PandarenTavern_B,180000,180000,250000,250000,34878,34878
1320,Zone-51-KW-LionsLanding-Walk,180000,180000,250000,250000,34880,34881
1321,Zone-51-KW-DominationPoint-Walk,180000,180000,250000,250000,34883,34883
1322,Zone-51-KW-KrasarangWilds-Goblin-Walk,180000,180000,250000,250000,34884,34884
1323,Zone-51-KW-KrasarangWilds-MoguCave,180000,180000,250000,250000,34885,34885
1324,Zone-51-DivineBell_Finale_Walk,180000,180000,250000,250000,34937,34937
1325,Zone-51-BrawlersGuild-Alliance,180000,180000,250000,250000,34966,34966
1326,Zone-51-BrawlersGuild-Horde,180000,180000,250000,250000,34967,34967
1327,Zone-50-BrawlersGuild-Alliance,180000,180000,250000,250000,34966,34966
1328,Zone-51-Scenario-DaggerInTheDark_Ending,180000,180000,250000,250000,34974,34974
1329,Zone-51-Scenario-ALittlePatience,180000,180000,250000,250000,34979,34979
1330,Zone-51-KW-LionsLanding-QUEST-Walk,180000,180000,250000,250000,34783,34783
1331,Zone-51-PurgeofDalaran-Walk,180000,180000,200000,200000,34940,34940
1333,Zone-51-PurgeofDalaran-Battle,150000,150000,200000,200000,34942,34942
1334,Zone-51-PurgeofDalaran-Jaina-Walk,180000,180000,300000,300000,34994,34994
1335,Zone-51-Darnassus-Alliance-Walk,180000,180000,200000,200000,34998,34998
1336,Zone-StormwindKeep,180000,180000,300000,300000,2532,2532
1337,Zone-52-StormwindKeep,180000,180000,250000,250000,36284,36284
1338,Zone-52-StormwindCityCemetary,180000,180000,250000,250000,36285,36285
1339,Zone-Orgrimmar_GoblinSlums,180000,180000,300000,300000,36307,36324
1340,Zone-Orgrimmar,180000,180000,300000,300000,36308,36309
1341,Zone-Orgrimmar_ValleyOfSpirits,180000,180000,300000,300000,36325,36326
1342,Zone-Orgrimmar_CleftofShadow,180000,180000,300000,300000,36327,36328
1343,Zone-Orgrimmar_GrommashHold,180000,180000,300000,300000,36356,36357
1344,Zone-52-IOTK_IsleofThunder,180000,180000,250000,250000,36641,36641
1345,Zone-52-IOTK_Zandalari3,180000,180000,250000,250000,36678,36678
1346,Zone-52-IOTK_Zandalari1,180000,180000,250000,250000,36642,36642
1347,Zone-52-IOTK_StormseaLanding,180000,180000,250000,250000,36642,36642
1348,Zone-52-IOTK_MoguGraveyard,180000,180000,250000,250000,36769,36769
1349,Zone-52-IOTK_Zandalari2,180000,180000,250000,250000,36644,36644
1350,Zone-52-IOTK_AllianceHub,180000,180000,250000,250000,36771,36771
1351,Zone-52-IOTK_ZebTula_PreHordeHub,180000,180000,250000,250000,36642,36642
1352,Zone-52-IOTK_Saurok,180000,180000,250000,250000,36681,36681
1353,Zone-52-IOTK_HordeHub,180000,180000,250000,250000,36770,36770
1354,Zone-52-IOTK_Shaolmara_PreAllianceHub,180000,180000,250000,250000,36642,36642
1355,Zone-52-IOTK_MoguCaves,180000,180000,250000,250000,36781,36781
1356,Zone-52-IOTK_Raid_Wing3_General_Walk,180000,180000,250000,250000,36782,36782
1357,Zone-52-TKRaid_ThroneOfThunder,180000,180000,250000,250000,36702,36702
1358,Zone-52-IOTK_LOOT_RUN_Intensity1,5000,5000,10000,10000,36909,36909
1359,Zone-52-IOTK_LOOT_RUN_Intensity2,5000,5000,10000,10000,36910,36910
1360,Zone-52-IOTK_LOOT_RUN_Intensity3,5000,5000,10000,10000,36911,36911
1361,Zone-52-IOTK_LOOT_RUN_Intensity0,180000,180000,250000,250000,36916,36916
1362,Zone-52-TKRaid_Wing3_Fleshshaping_Walk,180000,180000,250000,250000,36920,36920
1363,Zone-52-TKRaid_Wing1_Troll_Walk,180000,180000,250000,250000,36921,36921
1364,Zone-52-TKRaid_Wing2_Creatures_Walk,180000,180000,250000,250000,36922,36922
1365,Zone-52-TKRaid_Wing4_Palace_Walk,180000,180000,250000,250000,36923,36923
1366,Zone-52-IOG_IsleOfGiants,180000,180000,250000,250000,36926,36926
1367,Zone-52-IOTK-ProgressScenario-Walk,180000,180000,250000,250000,36966,36966
1368,Zone-52-IOTK_ShadoPan-Walk,180000,180000,250000,250000,36967,36967
1369,Zone-52-TKRaid_Wing1_Troll_Battle,180000,180000,250000,250000,37010,37010
1370,Zone-52-TKRaid_Wing3_Fleshshaping_Battle,180000,180000,250000,250000,37011,37011
1371,Zone-53-Scenario-DarkHeartofPandaria-Ext,180000,180000,250000,250000,37587,37587
1372,Zone-53-Scenario-DarkHeartofPandaria-Int,180000,180000,250000,250000,37586,37586
1373,Zone-53-Scenario-SecretsofRagefire,180000,180000,250000,250000,37585,37585
1374,Zone-53-Scenario-BattleontheHighSeas,180000,180000,250000,250000,37584,37584
1375,Zone-53-Scenario-BloodintheSnow,180000,180000,250000,250000,37583,37583
1376,PVP_BattleGrounds-DeepwindGorge,180000,180000,300000,300000,37659,37659
1377,Zone-53-Quest-BattleForRazorHill,180000,180000,250000,250000,37642,37642
1378,Zone-54-TI-TimelessIsle,180000,180000,250000,250000,39129,39128
1379,_PH_Zone-54-SO-SiegeOfOrgrimmar,180000,180000,250000,250000,39652,39652
1380,_PH_Zone-54-SO-SiegeOfOrgrimmar_FirstHalf_External,180000,180000,250000,250000,39648,39648
1381,_PH_Zone-54-SO-SiegeOfOrgrimmar_SecondHalf_External,180000,180000,250000,250000,39649,39649
1382,Zone-54-Scenario-SecretIngredient,0,0,0,0,39679,39679
1383,_PH_Zone-54-SO-SiegeOfOrgrimmar_SecondHalf_Internal,180000,180000,250000,250000,39647,39647
1384,Zone-54-SOR-InnerSanctum-Garrosh-Sha-Walk,180000,180000,250000,250000,39680,39680
1385,Zone-54-SOR-InnerSanctum-Garrosh-SWHarbor_Walk,180000,180000,250000,250000,39681,39681
1386,Zone-54-SOR-InnerSanctum-Paragons-Battle,180000,180000,250000,250000,39682,39682
1388,Zone-54-VEB-Corrupted-Worst,180000,180000,250000,250000,39683,39684
1389,Zone-54-VEB-Corrupted-Moderate,180000,180000,250000,250000,39685,39686
1390,Zone-54-TI-TimelessIsle-CelestialCourt,180000,180000,250000,250000,39687,39687
1391,Zone-54-TI-TimelessIsle-OrdonSantuary,180000,180000,250000,250000,39688,39688
1392,Zone-54-TI-TimelessIsle-FirewalkersPath,180000,180000,250000,250000,39689,39689
1393,Zone-54-ProvingGrounds,70000,70000,100000,100000,39127,39127
1394,Zone-54-SOR-Immerseus-Walk,180000,180000,250000,250000,39691,39691
1395,Zone-54-SOR-Vale-ScarredVale-Walk,180000,180000,250000,250000,39693,39693
1396,Zone-54-SOR-Vale-ShaofPride-Battle,180000,180000,250000,250000,39696,39696
1397,Zone-Stormwind_Pandaren,180000,180000,300000,300000,2532,2532
1398,Zone-50-VEB-ChamberofEnlightenment-H-Walk,0,0,0,0,39697,39697
1399,Zone-50-VEB-TheEmperorsStep-H-Walk,0,0,0,0,39698,39698
1400,Zone-50-VEB-PathofSerentiy-H-Walk,0,0,0,0,39699,39699
1401,Zone-50-VEB-EtherealCorridor-H-Walk,0,0,0,0,39700,39700
1402,Zone-50-VEB-TheCelestialVault-H-Walk,0,0,0,0,39701,39701
1403,Zone-50-VEB-TheStarsBazaar-H-Walk,0,0,0,0,39702,39702
1404,Zone-54-SOR-Vale-NorushenRoom-Walk,180000,180000,250000,250000,39695,39695
1405,Zone-54-SOR-Gates-General-Walk,180000,180000,250000,250000,39703,39703
1406,Zone-54-SOR-Gates-DarkspearOffensive-Walk,180000,180000,250000,250000,39705,39705
1407,Zone-54-SOR-Gates-CleftofShadow-Walk,180000,180000,250000,250000,39707,39707
1408,Zone-54-SOR-Gates-Nazgrim-Battle,180000,180000,250000,250000,39708,39708
1409,Zone-54-SOR-FULLRAID-General-Walk,180000,180000,250000,250000,39709,39709
1410,Zone-54-SOR-Underhold-General-Walk,180000,180000,250000,250000,39711,39711
1411,Zone-54-SOR-Underhold-Arsenal-Walk,180000,180000,250000,250000,39713,39713
1412,Zone-54-SOR-Underhold-Menagerie-Walk,180000,180000,250000,250000,39712,39712
1413,Zone-54-SOR-Underhold-Siegeworks-Walk,180000,180000,250000,250000,39714,39714
1414,Zone-54-SOR-InnerSanctum-Garrosh-Battle,180000,180000,250000,250000,39717,39717
