ID,TraitNodeID,RequiredPointsInThisNode,Flags
12381,100124,25,0
12382,100125,20,2
12383,100126,15,0
12384,100127,10,0
12385,100128,5,0
12386,100129,0,2
12387,100130,40,2
12388,100131,35,0
12389,100132,30,0
12390,100133,25,0
12391,100134,20,2
12392,100135,15,0
12393,100136,10,0
12394,100137,5,0
12395,100138,0,2
12396,100139,40,2
12397,100140,35,0
12398,100141,30,0
12399,100142,25,0
12400,100143,20,2
12401,100144,15,0
12402,100145,10,0
12403,100146,5,0
12404,100147,0,2
12405,100148,45,2
12406,100149,40,3
12407,100150,35,0
12408,100151,30,3
12409,100152,25,0
12410,100153,20,3
12411,100154,15,0
12412,100155,10,3
12413,100156,5,0
12414,100157,0,2
12415,100163,40,3
12416,100164,20,3
12417,100178,20,2
12418,100179,15,2
12419,100180,10,0
12421,100182,5,2
12422,100183,0,2
12423,100184,25,2
12424,100185,20,2
12425,100186,15,0
12426,100187,10,2
12427,100188,5,2
12428,100189,0,2
12429,100190,25,2
12430,100191,20,2
12431,100192,15,0
12432,100193,10,2
12433,100194,5,2
12434,100195,0,2
12435,100196,25,2
12436,100197,20,2
12437,100198,15,0
12438,100199,10,2
12439,100200,5,2
12440,100201,0,2
12441,100202,55,2
12442,100203,50,1
12443,100204,45,2
12475,100307,20,2
12476,100308,15,0
12477,100309,10,2
12478,100310,5,0
12479,100311,0,2
12480,100312,30,2
12481,100313,25,0
12482,100314,20,0
12483,100315,15,3
12484,100316,10,2
12485,100317,5,0
12486,100318,0,2
12487,100319,20,2
12488,100320,15,0
12489,100321,10,2
12490,100322,5,0
12491,100323,0,2
12492,100324,30,2
12493,100325,25,0
12494,100326,20,0
12495,100327,15,3
12496,100328,10,2
12497,100329,5,0
12498,100330,0,2
12499,100331,30,3
12500,100332,25,0
12501,100333,20,2
12502,100334,15,0
12503,100335,10,2
12504,100336,5,0
12505,100337,0,3
12506,100346,20,2
12507,100347,15,0
12508,100348,10,0
12509,100349,5,0
12510,100350,0,2
12511,100351,20,2
12512,100352,15,0
12513,100353,10,0
12514,100354,5,0
12515,100355,0,2
12516,100356,20,2
12517,100357,15,0
12518,100358,10,0
12519,100359,5,0
12520,100360,0,2
12521,100361,30,3
12522,100362,25,0
12523,100363,20,0
12524,100364,15,3
12525,100365,10,0
12526,100366,0,3
12528,100368,20,2
12529,100369,15,0
12530,100370,10,0
12531,100371,5,0
12532,100372,0,2
12533,100373,20,2
12534,100374,15,0
12535,100375,10,0
12536,100376,5,0
12537,100377,0,2
12538,100378,30,0
12539,100379,25,0
12540,100380,20,0
12541,100381,15,0
12542,100382,10,0
12543,100383,0,3
12545,100385,30,3
12546,100386,25,0
12547,100387,20,0
12548,100388,10,0
12549,100389,5,3
12550,100390,0,2
12552,100392,20,2
12553,100393,15,0
12554,100394,10,0
12555,100395,0,2
12557,100397,20,2
12558,100398,15,0
12559,100399,10,0
12560,100400,0,2
12562,100402,20,2
12563,100403,15,0
12564,100404,10,0
12565,100405,0,2
12567,100407,20,2
12568,100408,15,0
12569,100409,10,0
12570,100410,5,0
12571,100411,0,2
12572,100412,30,3
12573,100413,25,0
12574,100414,20,0
12575,100415,15,0
12576,100416,10,3
12577,100417,5,0
12578,100418,0,3
12579,100432,20,2
12580,100433,15,0
12581,100434,10,0
12582,100435,5,0
12583,100436,0,2
12584,100437,20,2
12585,100438,15,0
12586,100439,10,0
12587,100440,5,0
12588,100441,0,2
12589,100442,20,2
12590,100443,15,0
12591,100444,10,0
12592,100445,5,0
12593,100446,0,2
12594,100447,30,3
12595,100448,25,0
12596,100449,20,0
12597,100450,15,3
12598,100451,10,0
12599,100452,0,3
12601,100454,20,2
12602,100455,15,0
12603,100456,10,0
12604,100457,5,0
12605,100458,0,2
12606,100459,20,2
12607,100460,15,0
12608,100461,10,0
12609,100462,5,0
12610,100463,0,2
12611,100464,30,3
12612,100465,25,0
12613,100466,20,0
12614,100467,15,0
12615,100468,10,0
12616,100469,0,3
12618,100471,30,3
12619,100472,25,0
12620,100473,20,0
12621,100474,10,0
12622,100475,5,3
12623,100476,0,2
12625,100478,20,2
12626,100479,15,0
12627,100480,10,0
12628,100481,0,2
12630,100483,20,2
12631,100484,15,0
12632,100485,10,0
12633,100486,0,2
12635,100488,20,2
12636,100489,15,0
12637,100490,10,0
12638,100491,0,2
12640,100493,20,2
12641,100494,15,0
12642,100495,10,0
12643,100496,5,0
12644,100497,0,2
12645,100498,30,3
12646,100499,25,0
12647,100500,20,0
12648,100501,15,0
12649,100502,10,3
12650,100503,5,0
12651,100504,0,3
12652,100518,20,2
12653,100519,15,0
12654,100520,10,0
12655,100521,5,0
12656,100522,0,2
12657,100523,20,2
12658,100524,15,0
12659,100525,10,0
12660,100526,5,0
12661,100527,0,2
12662,100528,20,2
12663,100529,15,0
12664,100530,10,0
12665,100531,5,0
12666,100532,0,2
12667,100533,20,2
12668,100534,15,0
12669,100535,10,0
12670,100536,5,0
12671,100537,0,2
12672,100538,30,3
12673,100539,25,0
12674,100540,20,0
12675,100541,15,0
12676,100542,10,3
12677,100543,5,0
12678,100544,0,3
12679,100545,20,2
12680,100546,15,0
12681,100547,10,0
12682,100548,5,0
12683,100549,0,2
12684,100550,20,2
12685,100551,15,0
12686,100552,10,0
12687,100553,5,0
12688,100554,0,2
12689,100555,20,2
12690,100556,15,0
12691,100557,10,0
12692,100558,5,0
12693,100559,0,2
12694,100560,30,3
12695,100561,25,0
12696,100562,20,0
12697,100563,15,3
12698,100564,10,0
12699,100565,5,0
12700,100566,0,3
12701,100567,20,2
12702,100568,15,0
12703,100569,10,0
12704,100570,5,0
12705,100571,0,2
12706,100572,20,2
12707,100573,15,0
12708,100574,10,0
12709,100575,5,0
12710,100576,0,2
12711,100577,30,3
12712,100578,25,0
12713,100579,20,0
12714,100580,15,0
12715,100581,10,0
12716,100582,5,0
12717,100583,0,3
12718,100584,30,3
12719,100585,25,0
12720,100586,20,0
12721,100587,15,3
12722,100588,10,0
12723,100589,5,3
12724,100590,0,2
12819,100712,30,2
12820,100713,25,0
12821,100714,20,2
12822,100715,15,2
12823,100716,10,2
12824,100717,5,0
12825,100718,0,2
12826,100719,30,0
12827,100720,25,0
12828,100721,20,2
12829,100722,15,2
12830,100723,10,2
12831,100724,5,0
12832,100725,0,2
12833,100726,20,0
12834,100727,15,3
12835,100728,10,2
12836,100729,5,3
12837,100730,0,0
12838,100731,30,2
12839,100732,25,0
12840,100733,20,2
12841,100734,15,2
12842,100735,10,2
12843,100736,5,0
12844,100737,0,2
12845,100738,30,2
12846,100739,25,0
12847,100740,20,2
12848,100741,15,2
12849,100742,10,2
12850,100743,5,0
12851,100744,0,2
12852,100745,20,0
12853,100746,15,3
12854,100747,10,2
12855,100748,5,3
12856,100749,0,0
12857,100750,40,2
12858,100751,35,0
12859,100752,30,3
12860,100753,25,0
12861,100754,20,0
12862,100755,15,0
12863,100756,10,3
12864,100757,5,0
12865,100758,0,0
12866,100766,30,2
12867,100767,25,0
12868,100768,20,2
12869,100769,15,0
12870,100770,10,2
12871,100771,5,0
12872,100772,0,2
12873,100773,30,2
12874,100774,25,0
12875,100775,20,0
12876,100776,15,2
12877,100777,10,0
12878,100778,5,0
12879,100779,0,2
12880,100780,40,0
12881,100781,35,0
12882,100782,30,3
12883,100783,25,0
12884,100784,20,2
12885,100785,15,0
12886,100786,10,3
12887,100787,5,0
12888,100788,0,2
12889,100792,30,2
12890,100793,25,0
12891,100794,20,2
12892,100795,15,0
12893,100796,10,2
12894,100797,5,0
12895,100798,0,2
12896,100799,10,0
12897,100800,5,0
12898,100801,0,2
12899,100802,10,0
12900,100803,5,0
12901,100804,0,2
12902,100805,10,0
12903,100806,5,0
12904,100807,0,2
12905,100808,10,0
12906,100809,5,0
12907,100810,0,2
12908,100811,40,2
12909,100812,35,3
12910,100813,30,0
12911,100814,25,3
12912,100815,20,2
12913,100816,15,3
12914,100817,10,0
12915,100818,5,3
12916,100819,0,2
12917,100820,30,0
12918,100821,25,0
12919,100822,20,0
12920,100823,15,2
12921,100824,10,0
12922,100825,5,0
12923,100826,0,0
12924,100827,40,2
12925,100828,35,0
12926,100829,30,3
12927,100830,25,0
12928,100831,20,3
12929,100832,15,0
12930,100833,10,3
12931,100834,5,0
12932,100835,0,0
12961,100876,30,0
12962,100877,25,0
12963,100878,20,0
12964,100879,15,0
12965,100880,10,0
12966,100881,5,0
12967,100882,0,0
12968,100883,30,0
12969,100884,25,0
12970,100885,20,0
12971,100886,15,0
12972,100887,10,0
12973,100888,5,0
12974,100889,0,2
12975,100890,30,2
12976,100891,25,0
12977,100892,20,0
12978,100893,15,0
12979,100894,10,0
12980,100895,5,0
12981,100896,0,2
12982,100897,30,2
12983,100898,25,2
12984,100899,20,3
12985,100900,15,2
12986,100901,10,3
12987,100902,5,0
12988,100903,0,3
12989,100908,30,2
12990,100909,25,0
12991,100910,20,2
12992,100911,15,0
12993,100912,10,2
12994,100913,5,0
12995,100914,0,2
12996,100915,30,2
12997,100916,25,0
12998,100917,20,2
12999,100918,15,0
13000,100919,10,2
13001,100920,5,0
13002,100921,0,2
13003,100922,30,2
13004,100923,25,0
13005,100924,20,2
13006,100925,15,0
13007,100926,10,2
13008,100927,5,0
13009,100928,0,2
13010,100929,30,3
13011,100930,25,0
13012,100931,20,0
13013,100932,15,3
13014,100933,10,0
13015,100934,5,0
13016,100935,0,3
13017,100422,5,0
13018,100425,5,0
13019,100426,15,3
13020,100427,5,0
13021,100428,5,0
13022,100429,5,0
13023,101303,20,2
13024,101304,15,0
13025,101305,10,2
13026,101306,5,0
13027,101307,0,2
13028,101308,30,2
13029,101309,25,0
13030,101310,20,2
13031,101311,15,3
13032,101312,10,2
13033,101313,5,0
13034,101314,0,2
13035,101315,20,2
13036,101316,15,0
13037,101317,10,2
13038,101318,5,0
13039,101319,0,2
13040,101320,30,2
13041,101321,25,0
13042,101322,20,2
13043,101323,15,3
13044,101324,10,2
13045,101325,5,0
13046,101326,0,2
13047,101327,30,3
13048,101328,25,0
13049,101329,20,2
13050,101330,15,0
13051,101331,10,2
13052,101332,5,0
13053,101333,0,3
13054,100508,5,0
13055,100511,5,0
13056,100512,15,3
13057,100513,5,0
13058,100514,5,0
13059,100515,5,0
13060,101334,20,2
13061,101335,15,0
13062,101336,10,0
13063,101337,5,0
13064,101338,0,2
13065,101339,20,2
13066,101340,15,0
13067,101341,10,0
13068,101342,5,0
13069,101343,0,2
13070,101344,20,2
13071,101345,15,0
13072,101346,10,0
13073,101347,5,0
13074,101348,0,2
13075,101349,30,3
13076,101350,25,0
13077,101351,20,0
13078,101352,15,3
13079,101353,10,0
13080,101354,5,0
13081,101355,0,3
13082,101356,20,2
13083,101357,15,0
13084,101358,10,0
13085,101359,5,0
13086,101360,0,2
13087,101361,20,2
13088,101362,15,0
13089,101363,10,0
13090,101364,5,0
13091,101365,0,2
13092,101366,30,3
13093,101367,25,0
13094,101368,20,0
13095,101369,15,0
13096,101370,10,0
13097,101371,5,0
13098,101372,0,3
13099,101373,30,3
13100,101374,25,0
13101,101375,20,0
13102,101376,15,3
13103,101377,10,0
13104,101378,5,3
13105,101379,0,2
13106,101380,20,2
13107,101381,15,0
13108,101382,10,0
13109,101383,5,0
13110,101384,0,2
13111,101385,20,2
13112,101386,15,0
13113,101387,10,0
13114,101388,5,0
13115,101389,0,2
13116,101390,20,2
13117,101391,15,0
13118,101392,10,0
13119,101393,5,0
13120,101394,0,2
13121,101395,20,2
13122,101396,15,0
13123,101397,10,0
13124,101398,5,0
13125,101399,0,2
13126,101400,30,3
13127,101401,25,0
13128,101402,20,0
13129,101403,15,0
13130,101404,10,3
13131,101405,5,0
13132,101406,0,3
13133,101420,30,2
13134,101421,25,0
13135,101422,20,0
13136,101423,15,2
13137,101424,10,0
13138,101425,5,0
13139,101426,0,2
13140,101427,30,2
13141,101428,25,0
13142,101429,20,0
13143,101430,15,0
13144,101431,10,0
13145,101432,5,0
13146,101433,0,2
13147,101434,30,2
13148,101435,25,0
13149,101436,20,0
13150,101437,15,0
13151,101438,10,0
13152,101439,5,0
13153,101440,0,2
13154,101441,30,3
13155,101442,25,0
13156,101443,20,3
13157,101444,15,0
13158,101445,10,1
13159,101446,5,0
13160,101447,0,3
13161,101448,30,2
13162,101449,25,0
13163,101450,20,0
13164,101451,15,2
13165,101452,10,0
13166,101453,5,0
13167,101454,0,2
13168,101455,30,2
13169,101456,25,0
13170,101457,20,0
13171,101458,15,2
13172,101459,10,0
13173,101460,5,0
13174,101461,0,2
13175,101462,30,2
13176,101463,25,0
13177,101464,20,0
13178,101465,15,2
13179,101466,10,0
13180,101467,5,0
13181,101468,0,2
13182,101469,30,2
13183,101470,25,0
13184,101471,20,0
13185,101472,15,2
13186,101473,10,0
13187,101474,5,0
13188,101475,0,2
13189,101476,30,3
13190,101477,25,0
13191,101478,20,3
13192,101479,15,0
13193,101480,10,3
13194,101481,5,0
13195,101482,0,3
13196,101483,30,3
13197,101484,25,0
13198,101485,20,0
13199,101486,15,0
13200,101487,10,0
13201,101488,5,0
13202,101489,0,3
13203,101500,30,0
13204,101501,25,0
13205,101502,20,0
13206,101503,15,0
13207,101504,10,0
13208,101505,5,0
13209,101506,0,2
13210,101507,30,0
13211,101508,25,0
13212,101509,20,0
13213,101510,15,0
13214,101511,10,0
13215,101512,5,0
13216,101513,0,2
13217,101514,30,0
13218,101515,25,0
13219,101516,20,0
13220,101517,15,0
13221,101518,10,0
13222,101519,5,0
13223,101520,0,2
13224,101521,30,3
13225,101522,25,0
13226,101523,20,0
13227,101524,15,3
13228,101525,10,0
13229,101526,5,0
13230,101527,0,3
13231,101528,30,0
13232,101529,25,0
13233,101530,20,0
13234,101531,15,2
13235,101532,10,0
13236,101533,5,0
13237,101534,0,2
13238,101535,30,0
13239,101536,25,0
13240,101537,20,0
13241,101538,15,2
13242,101539,10,0
13243,101540,5,2
13244,101541,0,2
13245,101542,30,3
13246,101543,25,0
13247,101544,20,0
13248,101545,15,0
13249,101546,10,0
13250,101547,5,0
13251,101548,0,3
13252,101549,30,3
13253,101550,25,0
13254,101551,20,0
13255,101552,15,0
13256,101553,10,0
13257,101554,5,0
13258,101555,0,3
13259,101564,30,2
13260,101565,25,0
13261,101566,20,2
13262,101567,15,0
13263,101568,10,2
13264,101569,5,0
13265,101570,0,2
13266,101571,30,2
13267,101572,25,0
13268,101573,20,2
13269,101574,15,0
13270,101575,10,2
13271,101576,5,0
13272,101577,0,2
13273,101578,30,2
13274,101579,25,0
13275,101580,20,2
13276,101581,15,0
13277,101582,10,2
13278,101583,5,0
13279,101584,0,2
13280,101585,30,3
13281,101586,25,0
13282,101587,20,0
13283,101588,15,3
13284,101589,10,0
13285,101590,5,0
13286,101591,0,3
13287,101596,30,2
13288,101597,25,0
13289,101598,20,0
13290,101599,15,0
13291,101600,10,0
13292,101601,5,0
13293,101602,0,2
13294,101603,30,2
13295,101604,25,0
13296,101605,20,0
13297,101606,15,0
13298,101607,10,0
13299,101608,5,0
13300,101609,0,0
13301,101610,30,2
13302,101611,25,0
13303,101612,20,0
13304,101613,15,0
13305,101614,10,0
13306,101615,5,0
13307,101616,0,2
13308,101617,30,3
13309,101618,25,0
13310,101619,20,0
13311,101620,15,3
13312,101621,10,0
13313,101622,5,0
13314,101623,0,3
13315,101628,30,2
13316,101629,25,0
13317,101630,20,0
13318,101631,15,2
13319,101632,10,0
13320,101633,5,0
13321,101634,0,2
13322,101635,30,2
13323,101636,25,0
13324,101637,20,0
13325,101638,15,0
13326,101639,10,0
13327,101640,5,0
13328,101641,0,2
13329,101642,30,2
13330,101643,25,0
13331,101644,20,0
13332,101645,15,0
13333,101646,10,0
13334,101647,5,0
13335,101648,0,2
13336,101649,30,3
13337,101650,25,0
13338,101651,20,3
13339,101652,15,0
13340,101653,10,1
13341,101654,5,0
13342,101655,0,3
13343,101656,30,2
13344,101657,25,0
13345,101658,20,0
13346,101659,15,2
13347,101660,10,0
13348,101661,5,0
13349,101662,0,2
13350,101663,30,2
13351,101664,25,0
13352,101665,20,0
13353,101666,15,2
13354,101667,10,0
13355,101668,5,0
13356,101669,0,2
13357,101670,30,2
13358,101671,25,0
13359,101672,20,0
13360,101673,15,2
13361,101674,10,0
13362,101675,5,0
13363,101676,0,2
13364,101677,30,2
13365,101678,25,0
13366,101679,20,0
13367,101680,15,2
13368,101681,10,0
13369,101682,5,0
13370,101683,0,2
13371,101684,30,3
13372,101685,25,0
13373,101686,20,3
13374,101687,15,0
13375,101688,10,3
13376,101689,5,0
13377,101690,0,3
13378,101691,30,3
13379,101692,25,0
13380,101693,20,0
13381,101694,15,0
13382,101695,10,0
13383,101696,5,0
13384,101697,0,3
13385,101716,20,0
13386,101717,15,0
13387,101718,10,0
13388,101719,5,0
13389,101720,0,2
13390,101721,20,0
13391,101722,15,0
13392,101723,10,0
13393,101724,5,0
13394,101725,0,2
13395,101726,20,0
13396,101727,15,0
13397,101728,10,0
13398,101729,5,0
13399,101730,0,2
13400,101731,30,3
13401,101732,25,0
13402,101733,20,0
13403,101734,15,3
13404,101735,10,0
13405,101736,5,0
13406,101737,0,3
13407,101738,20,0
13408,101739,15,0
13409,101740,10,0
13410,101741,5,0
13411,101742,0,2
13412,101743,20,0
13413,101744,15,0
13414,101745,10,0
13415,101746,5,0
13416,101747,0,2
13417,101748,30,3
13418,101749,25,0
13419,101750,20,0
13420,101751,15,0
13421,101752,10,0
13422,101753,5,0
13423,101754,0,3
13424,101755,20,0
13425,101756,15,0
13426,101757,10,0
13427,101758,5,0
13428,101759,0,2
13429,101760,20,0
13430,101761,15,0
13431,101762,10,0
13432,101763,5,0
13433,101764,0,2
13434,101765,20,0
13435,101766,15,0
13436,101767,10,0
13437,101768,5,0
13438,101769,0,2
13439,101770,20,0
13440,101771,15,0
13441,101772,10,0
13442,101773,5,0
13443,101774,0,2
13444,101775,30,3
13445,101776,25,0
13446,101777,20,3
13447,101778,15,0
13448,101779,10,3
13449,101780,5,0
13450,101781,0,3
13451,101782,30,3
13452,101783,25,0
13453,101784,20,0
13454,101785,15,3
13455,101786,10,0
13456,101787,5,3
13457,101788,0,2
13458,101802,30,2
13459,101803,25,2
13460,101804,20,2
13461,101805,15,2
13462,101806,10,0
13463,101807,5,0
13464,101808,0,0
13465,101809,30,2
13466,101810,25,2
13467,101811,20,2
13468,101812,15,2
13469,101813,10,0
13470,101814,5,0
13471,101815,0,0
13472,101816,30,2
13473,101817,25,2
13474,101818,20,2
13475,101819,15,2
13476,101820,10,0
13477,101821,5,0
13478,101822,0,0
13479,101823,30,3
13480,101824,25,0
13481,101825,20,3
13482,101826,15,0
13483,101827,10,3
13484,101828,5,0
13485,101829,0,2
13486,101830,30,2
13487,101831,25,0
13488,101832,20,0
13489,101833,15,2
13490,101834,10,0
13491,101835,5,0
13492,101836,0,2
13493,101837,30,2
13494,101838,25,0
13495,101839,20,0
13496,101840,15,2
13497,101841,10,0
13498,101842,5,0
13499,101843,0,2
13500,101844,30,2
13501,101845,25,0
13502,101846,20,0
13503,101847,15,2
13504,101848,10,0
13505,101849,5,0
13506,101850,0,2
13507,101851,30,2
13508,101852,25,0
13509,101853,20,0
13510,101854,15,2
13511,101855,10,0
13512,101856,5,0
13513,101857,0,2
13514,101858,30,3
13515,101859,25,0
13516,101860,20,3
13517,101861,15,0
13518,101862,10,3
13519,101863,5,0
13520,101864,0,3
13521,101865,30,3
13522,101866,25,0
13523,101867,20,0
13524,101868,15,0
13525,101869,10,0
13526,101870,5,0
13527,101871,0,3
13528,101946,30,0
13529,101947,25,0
13530,101948,20,0
13531,101949,15,2
13532,101950,10,0
13533,101951,5,0
13534,101952,0,0
13535,101954,20,0
13536,101955,15,0
13537,101956,20,0
13538,101957,15,0
13539,101958,20,0
13540,101959,15,0
13541,101960,20,0
13542,101961,15,0
13543,101962,20,0
13544,101963,15,0
13545,101964,20,0
13546,101965,15,0
13547,101966,20,0
13548,101967,15,0
13549,101968,20,0
13550,101969,15,0
13551,101970,20,0
13552,101971,15,0
13553,101972,20,0
13554,101973,15,0
13555,101974,20,0
13556,101975,15,0
13557,101976,20,0
13558,101977,15,0
13559,104131,20,2
13560,104132,15,0
13561,104133,10,0
13562,104134,5,0
13563,104135,0,2
13564,104136,20,2
13565,104137,15,0
13566,104138,10,0
13567,104139,5,0
13568,104140,0,2
13569,104141,20,2
13570,104142,15,0
13571,104143,10,0
13572,104144,5,0
13573,104145,0,2
13574,104146,30,3
13575,104147,25,0
13576,104148,20,3
13577,104149,15,0
13578,104150,10,3
13579,104151,5,0
13580,104152,0,2
13581,104153,20,2
13582,104154,15,0
13583,104155,10,0
13584,104156,5,0
13585,104157,0,2
13586,104158,20,2
13587,104159,15,0
13588,104160,10,0
13589,104161,5,0
13590,104162,0,2
13591,104163,20,2
13592,104164,15,0
13593,104165,10,0
13594,104166,5,0
13595,104167,0,2
13596,104168,30,3
13597,104169,25,0
13598,104170,20,3
13599,104171,15,0
13600,104172,10,3
13601,104173,5,0
13602,104174,0,2
13603,104175,20,2
13604,104176,15,0
13605,104177,10,0
13606,104178,5,0
13607,104179,0,2
13608,104180,20,2
13609,104181,15,0
13610,104182,10,0
13611,104183,5,0
13612,104184,0,2
13613,104185,20,2
13614,104186,15,0
13615,104187,10,0
13616,104188,5,0
13617,104189,0,2
13618,104190,30,3
13619,104191,25,0
13620,104192,20,3
13621,104193,15,0
13622,104194,10,3
13623,104195,5,0
13624,104196,0,2
13625,104197,30,2
13626,104198,25,3
13627,104199,20,0
13628,104200,15,3
13629,104201,10,0
13630,104202,5,3
13631,104203,0,2
13632,104230,25,2
13633,104231,20,0
13634,104232,15,0
13635,104233,10,0
13636,104234,5,0
13637,104235,0,2
13638,104236,25,2
13639,104237,20,0
13640,104238,15,2
13641,104239,10,2
13642,104240,5,0
13643,104241,0,2
13644,104242,25,2
13645,104243,20,2
13646,104244,15,2
13647,104245,10,2
13648,104246,5,2
13649,104247,0,2
13650,104248,30,3
13651,104249,25,0
13652,104250,20,3
13653,104251,15,0
13654,104252,10,3
13655,104253,5,0
13656,104254,0,2
13657,104259,20,0
13658,104260,15,0
13659,104261,10,0
13660,104262,5,0
13661,104263,0,0
13662,104264,20,0
13663,104265,15,0
13664,104266,10,0
13665,104267,5,0
13666,104268,0,0
13667,104269,20,0
13668,104270,15,0
13669,104271,10,0
13670,104272,5,0
13671,104273,0,0
13672,104274,20,0
13673,104275,15,0
13674,104276,10,0
13675,104277,5,0
13676,104278,0,0
13677,104279,40,2
13678,104280,35,0
13679,104281,30,3
13680,104282,25,0
13681,104283,20,3
13682,104284,15,0
13683,104285,10,3
13684,104286,5,0
13685,104287,0,3
13686,104293,20,2
13687,104294,15,0
13688,104295,10,2
13689,104296,5,0
13690,104297,0,2
13691,104298,30,2
13692,104299,25,0
13693,104300,20,0
13694,104301,15,3
13695,104302,10,2
13696,104303,5,0
13697,104304,0,2
13698,104305,20,2
13699,104306,15,0
13700,104307,10,2
13701,104308,5,0
13702,104309,0,2
13703,104310,30,2
13704,104311,25,0
13705,104312,20,0
13706,104313,15,3
13707,104314,10,2
13708,104315,5,0
13709,104316,0,2
13710,104317,30,2
13711,104318,25,0
13712,104319,20,3
13713,104320,15,0
13714,104321,10,0
13715,104322,5,3
13716,104323,0,2
13717,104329,25,2
13718,104330,20,0
13719,104331,15,0
13720,104332,10,0
13721,104333,5,0
13722,104334,0,2
13723,104335,25,2
13724,104336,20,0
13725,104337,15,0
13726,104338,10,0
13727,104339,5,0
13728,104340,0,2
13729,104341,30,2
13730,104342,25,3
13731,104343,20,0
13732,104344,15,3
13733,104345,10,2
13734,104346,5,0
13735,104347,0,2
13736,104351,30,2
13737,104352,25,0
13738,104353,20,2
13739,104354,15,0
13740,104355,10,2
13741,104356,5,0
13742,104357,0,2
13743,104358,30,2
13744,104359,25,0
13745,104360,20,0
13746,104361,15,0
13747,104362,10,0
13748,104363,5,0
13749,104364,0,2
13750,104365,30,2
13751,104366,25,0
13752,104367,20,2
13753,104368,15,0
13754,104369,10,2
13755,104370,5,0
13756,104371,0,2
13757,104372,30,2
13758,104373,25,0
13759,104374,20,2
13760,104375,15,0
13761,104376,10,2
13762,104377,5,0
13763,104378,0,2
13764,104379,30,3
13765,104380,25,0
13766,104381,20,3
13767,104382,15,0
13768,104383,10,3
13769,104384,5,0
13770,104385,0,3
13771,104392,40,2
13772,104393,35,0
13773,104394,30,2
13774,104395,25,0
13775,104396,20,2
13776,104397,15,0
13777,104398,10,2
13778,104399,5,0
13779,104400,0,2
13780,104401,40,2
13781,104402,35,0
13782,104403,30,0
13783,104404,25,0
13784,104405,20,2
13785,104406,15,0
13786,104407,10,2
13787,104408,5,0
13788,104409,0,2
13789,104410,40,2
13790,104411,35,0
13791,104412,30,3
13792,104413,25,0
13793,104414,20,0
13794,104415,15,0
13795,104416,10,3
13796,104417,5,0
13797,104418,0,2
13798,104422,40,2
13799,104423,35,0
13800,104424,30,0
13801,104425,25,0
13802,104426,20,2
13803,104427,15,0
13804,104428,10,0
13805,104429,5,0
13806,104430,0,0
13807,104431,40,2
13808,104432,35,0
13809,104433,30,0
13810,104434,25,0
13811,104435,20,2
13812,104436,15,0
13813,104437,10,0
13814,104438,5,0
13815,104439,0,0
13816,104440,40,2
13817,104441,35,0
13818,104442,30,0
13819,104443,25,0
13820,104444,20,2
13821,104445,15,0
13822,104446,10,0
13823,104447,5,0
13824,104448,0,0
13825,104449,40,2
13826,104450,35,0
13827,104451,30,0
13828,104452,25,0
13829,104453,20,2
13830,104454,15,0
13831,104455,10,0
13832,104456,5,0
13833,104457,0,0
13834,104458,40,2
13835,104459,35,0
13836,104460,30,0
13837,104461,25,0
13838,104462,20,2
13839,104463,15,0
13840,104464,10,0
13841,104465,5,0
13842,104466,0,0
13843,104467,40,3
13844,104468,35,3
13845,104469,30,0
13846,104470,25,3
13847,104471,20,2
13848,104472,15,3
13849,104473,10,0
13850,104474,5,3
13851,104475,0,0
13852,104482,25,0
13853,104483,20,0
13854,104484,15,0
13855,104485,10,0
13856,104486,5,0
13857,104487,0,0
13858,104488,25,0
13859,104489,20,0
13860,104490,15,0
13861,104491,10,0
13862,104492,5,0
13863,104493,0,0
13864,104494,25,0
13865,104495,20,0
13866,104496,15,0
13867,104497,10,0
13868,104498,5,0
13869,104499,0,0
13870,104500,30,3
13871,104501,25,0
13872,104502,20,3
13873,104503,15,0
13874,104504,10,3
13875,104505,5,0
13876,104506,0,3
13877,104507,25,2
13878,104508,20,0
13879,104509,15,0
13880,104510,10,0
13881,104511,5,0
13882,104512,0,2
13883,104513,25,2
13884,104514,20,0
13885,104515,15,0
13886,104516,10,0
13887,104517,5,0
13888,104518,0,2
13889,104519,25,2
13890,104520,20,0
13891,104521,15,0
13892,104522,10,0
13893,104523,5,0
13894,104524,0,2
13895,104525,30,3
13896,104526,25,0
13897,104527,20,3
13898,104528,15,0
13899,104529,10,3
13900,104530,5,0
13901,104531,0,3
13902,104532,25,2
13903,104533,20,0
13904,104534,15,0
13905,104535,10,0
13906,104536,5,0
13907,104537,0,2
13908,104538,25,2
13909,104539,20,0
13910,104540,15,0
13911,104541,10,0
13912,104542,5,0
13913,104543,0,2
13914,104544,25,2
13915,104545,20,0
13916,104546,15,0
13917,104547,10,0
13918,104548,5,0
13919,104549,0,2
13920,104550,30,3
13921,104551,25,0
13922,104552,20,3
13923,104553,15,0
13924,104554,10,3
13925,104555,5,0
13926,104556,0,3
13927,104557,30,3
13928,104558,25,0
13929,104559,20,0
13930,104560,15,3
13931,104561,10,0
13932,104562,5,0
13933,104563,0,3
13934,104577,25,0
13935,104578,20,0
13936,104579,15,2
13937,104580,10,0
13938,104581,5,0
13939,104582,0,2
13940,104583,25,2
13941,104584,20,0
13942,104585,15,0
13943,104586,10,0
